layer,head,region_label,n_pairs,comparison,condition_a,condition_b,mean_a,mean_b,mean_delta,sem_delta,ci95_low_delta,ci95_high_delta,paired_t,paired_p,wilcoxon_stat,wilcoxon_p,cohen_d_paired,n_matched
31,24,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.025523101030163062,0.01554511205199384,0.009977988978169223,0.000497140940825669,0.008992896442276303,0.010952086466483685,20.070744850740784,2.3463091871797016e-41,3.0,6.986844772802375e-23,1.767130549446507,129
14,14,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.028448934139784915,0.018587925200632145,0.00986100893915277,0.000955154747079494,0.008112240098091925,0.011731208837230134,10.323990923255156,1.5035304804696117e-18,708.0,2.593590986638179e-16,0.9089767165277516,129
21,27,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.01887251528579193,0.01126539117707185,0.00760712410872008,0.001054426906722746,0.005602804870866311,0.009717771140705116,7.2144631934362415,4.2230435719767357e-11,773.0,9.126405693742502e-16,0.6351980657313794,129
30,24,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.036352573800110075,0.029053152437762235,0.007299421362347843,0.0008566110423432323,0.005630347177805018,0.009012580509189256,8.521278621835771,3.7413286577180775e-14,1270.0,6.429458811000449e-12,0.7502567485648468,129
14,7,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.024736759121089365,0.0176800747813527,0.007056684339736667,0.0007606593453703463,0.005616296238451835,0.008619570361798657,9.277062567739756,5.586908987809296e-16,768.0,8.291327026717352e-16,0.8167998145805988,129
31,5,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.021782490962668676,0.014752323345764894,0.007030167616903782,0.00045961262517622516,0.006153965695371288,0.007939950059449601,15.295854012296262,1.1152062717256922e-30,16.0,9.46453427004999e-23,1.3467248528150675,129
20,11,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.018606647262494117,0.011711274798916177,0.006895372463577939,0.0006596289855251545,0.005615928164383672,0.008194709405783101,10.453410348679999,7.202391778153057e-19,361.0,2.1265767122688374e-19,0.9203714615688959,129
26,3,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.034103924978899865,0.027522192863646405,0.006581732115253459,0.0006134983897564894,0.0053411964929929775,0.007765824417222666,10.72819786514173,1.5068414417705556e-19,803.0,1.61849825463984e-15,0.944565153360466,129
9,25,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.013291354818168536,0.006726630866823559,0.006564723951344977,0.0005160453635117589,0.005581985578724262,0.007602128874561966,12.721214868923806,1.8020062561735208e-24,66.0,3.0154333934809334e-22,1.1200405160906965,129
18,30,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.010956212176576748,0.005512078188886765,0.005444133987689983,0.0005158050262933932,0.004524799721740104,0.00646826547734997,10.554635395494042,4.0485733592887157e-19,101.0,6.731178626455867e-22,0.929283829989924,129
19,2,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.014910946499516596,0.009483952164584987,0.005426994334931608,0.0006492031108696313,0.004235645320594524,0.00675629722101112,8.359470624935778,9.103332721917919e-14,543.0,9.593333057526938e-18,0.7360103488127135,129
23,24,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.011859089856274253,0.006549181144994994,0.005309908711279259,0.0007620251215579305,0.0038296625682318858,0.0069439298607537146,6.9681544099535175,1.5152787404930177e-10,1080.0,2.5467566973418656e-13,0.6135117865660467,129
14,18,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.013128555859908346,0.007852329684840155,0.005276226175068192,0.0004140722734084765,0.004477475929505358,0.006107011879929666,12.742283204901451,1.5997312276134276e-24,210.0,7.861981011418215e-21,1.1218954796413259,129
27,2,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.01790726462120999,0.012708267597698195,0.0051989970235117935,0.0006087744866446462,0.004005044398550936,0.006412226460872275,8.540103334761714,3.3726858179689346e-14,856.0,4.400268851409115e-15,0.7519141721205433,129
27,29,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.010858516323437928,0.005670870183209001,0.005187646140228928,0.0002633577475690995,0.004677863780056242,0.00572199713742873,19.69809579597729,1.4432742166278947e-40,0.0,6.513351079976358e-23,1.7343206296457168,129
31,23,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.030450192467822122,0.025305641075061967,0.005144551392760157,0.0003859310840248895,0.004401400396347681,0.005935055413012674,13.33023331292064,5.833006697294015e-26,248.0,1.8240460454535865e-20,1.1736616001893,129
31,11,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.015264514974470055,0.010416586636096355,0.004847928338373701,0.0004872572943654719,0.003950673726372883,0.005774534868560153,9.949421782770617,1.2599704335190487e-17,266.0,2.7100221743447913e-20,0.8759977426056295,129
15,16,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.019758878788340463,0.01491240990644162,0.004846468881898841,0.00041105849638887164,0.004030891441985561,0.005667101827543951,11.790217023793032,3.547820120029869e-22,386.0,3.6272034386647364e-19,1.0380707264374374,129
13,5,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.012269199928701964,0.007622834715573478,0.004646365213128486,0.00048282046205491436,0.003719507706127772,0.005589939286127369,9.623380900952835,7.960902354223148e-17,779.0,1.023841135891574e-15,0.8472914436160621,129
27,0,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.014729762382177247,0.010253760719567162,0.004476001662610084,0.000773217540632763,0.0030561898325347924,0.006085588337387439,5.788799952659048,5.1723723254373154e-08,619.0,4.4620604105809333e-17,0.5096754164856386,129
12,13,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.042049278819197136,0.03759560600832798,0.004453672810869161,0.0008234896776269336,0.0029045495006089755,0.006038940796274835,5.40829221284643,3.011988927384529e-07,2293.0,8.004167973370317e-06,0.47617357804744526,129
31,14,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.06489815666925075,0.06050588222321614,0.004392274446034616,0.0002625684579522497,0.003888175622812768,0.004902648242089407,16.7281115191429,5.230640564814894e-34,54.0,2.286184827280684e-22,1.4728280948145474,129
26,28,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.01601711974042475,0.011665490020947286,0.004351629719477465,0.000678564113439833,0.0031204401873017825,0.005752919758480514,6.412997141003854,2.5151929053912774e-09,1287.0,8.501351438382367e-12,0.5646329145060478,129
12,7,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.02181189803608744,0.01750769553879319,0.004304202497294245,0.0005812051335040483,0.0032284444442574776,0.005533094873359469,7.405651205013426,1.5481266743467035e-11,1497.0,2.3550848739171506e-10,0.652031231538552,129
22,11,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.02074302539099441,0.016532548566081728,0.004210476824912683,0.0005469109904817027,0.003156673822501429,0.005288330104126226,7.698650965496638,3.265511586045999e-12,1277.0,7.214553423815672e-12,0.6778284220056153,129
13,8,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.027313773657462393,0.023146752571297245,0.004167021086165147,0.0012333625026712904,0.0018854975560499544,0.006571038540943645,3.37858583923215,0.0009658519735783951,2612.0,0.00020303266334359331,0.29746789642508653,129
28,5,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.00866946246106784,0.004633018966266062,0.0040364434948017775,0.00022221350898817024,0.0036088339166576765,0.004467937580983032,18.164707956691604,3.062418220894075e-37,0.0,6.513351079976358e-23,1.5993133583609394,129
11,5,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.011583657141110693,0.007654619556599001,0.003929037584511693,0.0003836208760012237,0.003184369604090633,0.004687333404011627,10.241980638455038,2.3961220843883263e-18,642.0,7.060985593879348e-17,0.9017561135697227,129
30,8,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.014890302232531615,0.010985063091137035,0.0039052391413945792,0.0004771733447183842,0.0030260456605027465,0.004933330146532665,8.184109998221619,2.373910099895734e-13,479.0,2.565627489191741e-18,0.7205707065402823,129
26,0,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.02313493852063205,0.019234344485945017,0.0039005940346870313,0.000383958928578295,0.0031799929075722777,0.004614590307654336,10.158883527282377,3.8410818006588365e-18,728.0,3.829030969012118e-16,0.8944398208852219,129
21,2,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.015550749448611755,0.011824409206679393,0.0037263402419323607,0.0004340914666324004,0.0029139634824625047,0.004589718674461162,8.584228275300145,2.64412991755294e-14,853.0,4.1597739939236484e-15,0.7557991565094059,129
30,26,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.026671191883208448,0.022993033297013406,0.003678158586195042,0.0007975271837220856,0.002133235583251501,0.00528111014020622,4.611953876015805,9.540112081221176e-06,2471.0,5.195461394566347e-05,0.40605989700700895,129
14,16,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.020254341484762208,0.016599692999883446,0.0036546484848787616,0.0004320048378054308,0.0028214570795467423,0.004478995808194455,8.459739718296316,5.2495392284081207e-14,1128.0,5.864863402078629e-13,0.744838550225287,129
9,24,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.027808051310883937,0.024233690744569134,0.0035743605663148006,0.00046924856925720677,0.002666684683563924,0.00450274488580045,7.61720077692044,5.04368594886697e-12,1373.0,3.410116281392741e-11,0.6706571327703847,129
18,4,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.005896673340606683,0.0023783835045029515,0.003518289836103732,0.0003674841399748821,0.002800180146986413,0.00427220406672013,9.573990965553534,1.051799854292133e-16,384.0,3.475963439114977e-19,0.8429429022774944,129
0,26,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.016189379206057206,0.012676999824800233,0.003512379381256972,0.0001528383420175724,0.0032183290981730923,0.003815477586968607,22.981009443645632,2.9378266042960747e-47,0.0,6.513130410462041e-23,2.0233650592935515,129
28,7,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.009118081241044714,0.0056840500870156425,0.0034340311540290713,0.00021185917424788671,0.003034168062009668,0.00388218332343742,16.209027370280733,8.188413102965599e-33,8.0,7.852861016059452e-23,1.4271252838820516,129
27,1,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.018149537152552964,0.014743298080988055,0.003406239071564908,0.0006253299953820386,0.002178265872775115,0.004676451205136973,5.447106482528321,2.5242533028023184e-07,1540.0,4.514408544941319e-10,0.4795909839394241,129
11,7,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.009293433421385265,0.005933779793567667,0.0033596536278175985,0.0002883314059660059,0.002830676635765189,0.003937740742441901,11.652055788240077,7.790618407281399e-22,265.0,2.6511906571235144e-20,1.0259063079312707,129
27,21,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.011314762968302871,0.008054780004935902,0.003259982963366968,0.0004933982029454916,0.0023355510904789407,0.004291677910743403,6.607204776801987,9.525622691412778e-10,820.0,2.2344007919087827e-15,0.58173194340143,129
0,25,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.012515432840256496,0.009291651503493389,0.0032237813367631085,0.0001396242908209772,0.0029680905575762946,0.003500551438002392,23.088971967611002,1.8102192556286585e-47,1.0,6.667315801824996e-23,2.032870629501003,129
29,25,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.014296051017333602,0.011083288349268972,0.0032127626680646293,0.0004401491832148037,0.0023778155641882978,0.004107651917910015,7.299258502762509,2.709337524846943e-11,619.0,4.4620604105809333e-17,0.6426638764262267,129
13,22,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.02154908815124469,0.01844082604877131,0.0031082621024733827,0.0007987371844146042,0.0015382582578959678,0.004672548968648147,3.8914703899148417,0.0001594343143244637,2518.0,8.279073339029123e-05,0.3426248631739851,129
30,10,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.015540011342643767,0.012450012203320399,0.0030899991393233683,0.00033759535287855726,0.0024667937678552066,0.0037874937109385652,9.15296704464688,1.1197483352073884e-15,288.0,4.386052719712283e-20,0.805873813002791,129
27,9,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.012183331458490024,0.009094427569855958,0.0030889038886340666,0.0003495383340696359,0.002469906749207411,0.003790869018425731,8.837096213941123,6.517996096289881e-15,721.0,3.341803992723598e-16,0.7780629370851201,129
12,30,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.02890491834300202,0.025864800647651964,0.0030401176953500555,0.0005314322437232093,0.0020656080116958236,0.004069375921611117,5.720612046516069,7.126853111709933e-08,1995.0,2.397097330579012e-07,0.5036718061092355,129
22,30,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.00981299621197431,0.006954343040120001,0.0028586531718543104,0.0003300833859133806,0.0022417195510415202,0.003518687404760758,8.66039702041977,1.7358974952583666e-14,537.0,8.485630904397257e-18,0.7625054405768319,129
13,27,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.009698199128096765,0.0068792457008272296,0.002818953427269535,0.0005860197883448534,0.0017829074489598906,0.003986158942291151,4.810338291188682,4.1630979255744815e-06,1499.0,2.427988952312763e-10,0.42352667082099277,129
20,1,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.010671554790275503,0.00787604471863529,0.0027955100716402135,0.0005089311128047158,0.0018619960249318605,0.003834401800291786,5.49290464132597,2.0474321982623132e-07,2138.0,1.3692843263139253e-06,0.48362328698156754,129
12,2,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.0385941450029265,0.03581268873513323,0.00278145626779328,0.0006624137111371592,0.0015316762068929772,0.0040151844923781545,4.198971460023648,4.983251372551636e-05,2522.0,8.609351492085699e-05,0.3696988227613248,129
11,6,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.020175326601132866,0.017470006942893416,0.0027053196582394515,0.00047092162519158303,0.001761536960681366,0.0036727235169472998,5.744734396384659,6.364326483245854e-08,1841.0,3.24698113867866e-08,0.5057956605896858,129
0,27,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.011683108093751263,0.009042380191746724,0.0026407279020045386,0.00010588558872625658,0.0024315135977628043,0.0028515138864145403,24.939445809113337,5.569896220904083e-51,0.0,6.513351079976358e-23,2.1957957665892622,129
11,20,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.011240158450262721,0.008635145453230818,0.002605012997031905,0.0003831755217500344,0.0018549331825753572,0.003387289506098068,6.798484895732176,3.614710320650972e-10,1792.0,1.6735390073678654e-08,0.5985732188088458,129
0,16,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.00648855183692288,0.0039438295156456705,0.00254472232127721,0.0003631524751395883,0.0019025143566667718,0.0033025706720235214,7.007310965728848,1.23823736211576e-10,0.0,6.512909748120681e-23,0.6169593290681445,129
14,17,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.005528964539953731,0.002995733058895887,0.0025332314810578445,0.00019949074115624792,0.002178291363173251,0.0029637396565273893,12.698491500784648,2.0489905119629262e-24,8.0,7.852861016059452e-23,1.1180398350834075,129
15,9,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.01942938581368951,0.016919552850313196,0.0025098329633763132,0.0005605859471859044,0.001497439175299116,0.003616691659865251,4.477159971589494,1.6546543766377632e-05,2116.0,1.0547505592244563e-06,0.39419195547507735,129
20,8,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.010659029201943745,0.008258744863100177,0.002400284338843568,0.0001901449879104001,0.0020318781275233586,0.0027526280131595308,12.623442590948686,3.132325290826812e-24,371.0,2.6339971241495676e-19,1.1114321470150252,129
31,1,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.015530642905351959,0.013159115329500317,0.002371527575851642,0.0003408580678371429,0.0017038325557138685,0.003060473306032345,6.957522205355937,1.6005443186482572e-10,1255.0,5.018431452386277e-12,0.6125756731486287,129
17,1,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.012302923234641668,0.009960963026180054,0.0023419602084616127,0.0005357878623713342,0.0013083252406953438,0.0033683161619444215,4.371058721069887,2.5334127494056933e-05,2534.0,9.676477228843936e-05,0.3848502612568504,129
19,26,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.008574064575540002,0.006243049990125867,0.002331014585414136,0.0002725263870475146,0.0018170482531603238,0.0028636611869031657,8.553353716195295,3.135098440833365e-14,1115.0,4.684676140592754e-13,0.7530808031547791,129
15,18,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.010109473131741433,0.007818750780826621,0.002290722350914811,0.00016130657405153193,0.0019748165590739125,0.002616688263171186,14.201047690610574,4.534044387011128e-28,141.0,1.671435856116874e-21,1.2503325309971487,129
24,19,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.010060045432277717,0.00782647539767646,0.0022335700346012566,0.0003997760112324166,0.001521447103602772,0.0030506247111962556,5.587053679673471,1.3272701737098707e-07,1168.0,1.16412481695747e-12,0.491912647595842,129
12,10,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.010837260494730615,0.008671937548273872,0.0021653229464567445,0.00031802005540100634,0.0015727592794614477,0.0027880265935623745,6.80876224528163,3.43016500639853e-10,1455.0,1.2353617054148695e-10,0.5994780889813901,129
30,9,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.019720525329196176,0.017657645252468282,0.002062880076727895,0.0005504464041248355,0.0010359073351967588,0.0031292374564385276,3.7476492920463427,0.0002689787358933836,2891.0,0.002217958488148499,0.3299621215772785,129
23,23,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.009852128794196589,0.007790022595088871,0.0020621061991077175,0.00033576937020602217,0.0014064556510231003,0.0027381278178744855,6.141436301478141,9.552530501235286e-09,1768.0,1.2039412557587532e-08,0.5407233157777516,129
23,7,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.006158367082947692,0.00413727835240384,0.002021088730543852,0.0003863919099145286,0.0013225766531268022,0.0028014641848441066,5.230670411787154,6.697337373077707e-07,2190.0,2.511547478405713e-06,0.4605348504748623,129
31,6,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.02154985743091088,0.019541960693318254,0.002007896737592627,0.0004422943129171595,0.0011981246086891538,0.0029264829877778415,4.539729946671732,1.2831059228394388e-05,1962.0,1.5786685924498568e-07,0.39970093460207023,129
22,25,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.006805442659862975,0.004803501656134577,0.002001941003728398,0.00038501027936969646,0.0012671462742543179,0.0027730595904795897,5.199707932488951,7.68611049907471e-07,1297.0,1.0012236348200715e-11,0.45780875617884326,129
21,21,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.006519433819935224,0.004521658853108836,0.001997774966826388,0.0004721008617952285,0.0011459947003148877,0.0029274438138106565,4.2316698157033095,4.388237470985763e-05,4024.0,0.6920418412027123,0.3725777524506764,129
17,5,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.0146579947647487,0.01268402736114208,0.00197396740360662,0.00036310983321300713,0.0012672663864845685,0.0027076260366318237,5.436281871355031,2.6519187260808683e-07,1695.0,4.337885098932109e-09,0.47863793006760963,129
24,15,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.01546307073097474,0.013528318696676991,0.0019347520342977472,0.00015260294261089803,0.0016369293182149761,0.0022296163503463242,12.678340280966367,2.2962534603837464e-24,292.0,4.785957160044752e-20,1.1162656191081501,129
31,18,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.006856936340530713,0.004954266934041944,0.001902669406488769,0.00019167858831222674,0.001540405109214286,0.002272043479949438,9.926353398374866,1.4358536157942603e-17,178.0,3.8466297592090334e-21,0.8739666846107588,129
15,3,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.012204058314926287,0.010319603825450059,0.001884454489476228,0.0003098665775879656,0.0012838701969337498,0.002493395334219762,6.081502897618138,1.2774871252649461e-08,1702.0,4.7898715064918605e-09,0.5354464738029797,129
18,10,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.00995631115294473,0.008108688666405834,0.0018476224865388963,0.0003132660124697361,0.0012485079402320607,0.0024203916608225985,5.89793470403174,3.083671712808018e-08,2170.0,1.9923060680929974e-06,0.5192841955614095,129
21,5,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.013233559162810792,0.01145637626290437,0.0017771828999064228,0.0002705771266258973,0.0012660672107094161,0.0023525965544882468,6.568119493572619,1.1593677239314665e-09,1337.0,1.915800245590242e-11,0.5782906760971009,129
12,21,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.02103719722782803,0.01929404060969981,0.0017431566181282203,0.0003760380501240895,0.001014681635677179,0.0025120827398270136,4.63558572743634,8.652822614662543e-06,2360.0,1.6505159979949276e-05,0.4081405655071452,129
20,27,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.013101827669997028,0.01148888545720874,0.001612942212788287,0.0005406920207577507,0.0006165276411487613,0.0026660388988052858,2.983107112488613,0.003417724087984684,3518.0,0.11284870322334328,0.2626479360857014,129
31,10,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.007870759624561886,0.006264082854613662,0.0016066767699482252,0.0001992674816087463,0.0012278937761285595,0.002005715004476184,8.062915017428034,4.58860003622088e-13,1041.0,1.2812690835876958e-13,0.7099000834720995,129
17,18,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.009418325959849207,0.007879851441000148,0.0015384745188490596,0.0005282083110435388,0.0005866697830122773,0.0027267905684953283,2.9126283829378203,0.0042301987663243305,3250.0,0.026726179857374827,0.25644262995473405,129
21,1,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.019224412445080025,0.017703249191417712,0.0015211632536623137,0.0007395476949911278,0.00010823397008276206,0.0030531093759314227,2.05688323277184,0.041728825010080135,3718.0,0.26468478751386915,0.18109847064999457,129
31,27,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.009545514074897812,0.008056417331388292,0.0014890967435095199,0.00011311904867863267,0.0012737718184276433,0.0017097512971656758,13.163978665874327,1.4843745200018727e-25,443.0,1.2098750833862162e-18,1.1590236947220227,129
25,24,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.006067048317875511,0.004613535140294495,0.001453513177581016,0.00010304930432055783,0.0012489332818397313,0.0016495491782755614,14.105026590568134,7.721688160906923e-28,280.0,3.6827311863169727e-20,1.2418783445412738,129
25,23,target_alias,129,suppressed_minus_mentioned,suppressed,mentioned,0.01323468757020815,0.011854700668346744,0.001379986901861406,0.00034493038269287074,0.0007222144300923069,0.002042850303506954,4.000769346810945,0.00010618178450696104,2194.0,2.6299495190220616e-06,0.35224809973994714,129
