layer,n_pairs,mean_absent,sem_absent,ci95_low_absent,ci95_high_absent,mean_mentioned,sem_mentioned,ci95_low_mentioned,ci95_high_mentioned,mean_suppressed_indirect,sem_suppressed_indirect,ci95_low_suppressed_indirect,ci95_high_suppressed_indirect,mean_delta_mentioned_minus_absent,sem_delta_mentioned_minus_absent,ci95_low_delta_mentioned_minus_absent,ci95_high_delta_mentioned_minus_absent,paired_t_mentioned_vs_absent,paired_p_mentioned_vs_absent,wilcoxon_stat_mentioned_vs_absent,wilcoxon_p_mentioned_vs_absent,cohen_d_paired_mentioned_vs_absent,mean_delta_suppressed_indirect_minus_absent,sem_delta_suppressed_indirect_minus_absent,ci95_low_delta_suppressed_indirect_minus_absent,ci95_high_delta_suppressed_indirect_minus_absent,paired_t_suppressed_indirect_vs_absent,paired_p_suppressed_indirect_vs_absent,wilcoxon_stat_suppressed_indirect_vs_absent,wilcoxon_p_suppressed_indirect_vs_absent,cohen_d_paired_suppressed_indirect_vs_absent,mean_delta_suppressed_indirect_minus_mentioned,sem_delta_suppressed_indirect_minus_mentioned,ci95_low_delta_suppressed_indirect_minus_mentioned,ci95_high_delta_suppressed_indirect_minus_mentioned,paired_t_suppressed_indirect_vs_mentioned,paired_p_suppressed_indirect_vs_mentioned,wilcoxon_stat_suppressed_indirect_vs_mentioned,wilcoxon_p_suppressed_indirect_vs_mentioned,cohen_d_paired_suppressed_indirect_vs_mentioned
10,136,0.09748720025169079,0.017158403294066548,0.06636374360178142,0.13045496952680857,0.52957608396621,0.03124853989621617,0.4694851573723381,0.58981294661341,0.4862024112526415,0.031384661605541216,0.42950255524059333,0.5471223709880536,0.4320888837145192,0.032389880506209084,0.36965930741926845,0.49537326304230167,13.340243216756805,2.0324301954639984e-26,533.0,3.2404099080105686e-19,1.1439164185653714,0.38871521100095074,0.03411542398716887,0.324199993205309,0.4525673028396552,11.394119303548745,1.7187942931789012e-21,868.0,1.832872382470884e-16,0.9770376697517789,-0.04337367271356848,0.02332775418179667,-0.09098629066523832,0.0018837609596057344,-1.8593162623178798,0.06515919948593996,3554.0,0.016481273705134133,-0.1594350541599871
11,136,0.10976281586984761,0.018240439479352822,0.07642693677414779,0.14566557080278483,0.5982262161596428,0.030993286702128062,0.539329497339841,0.6578390449608298,0.518548740336415,0.03151830247821473,0.45887258775269923,0.5780682648420074,0.4884634002897952,0.03291790047536702,0.4199864402472119,0.5516114937913431,14.838838238037688,3.7950288386285594e-30,425.0,3.756528149412155e-20,1.272419881491011,0.4087859244665675,0.03509110719557952,0.3396711227492543,0.4768174082829733,11.649274050778963,3.861772897894461e-22,771.0,3.0866220571814775e-17,0.9989170088229674,-0.0796774758232278,0.025648936349270984,-0.12927435227568074,-0.030244759699290337,-3.10646315848074,0.002308423585846941,3106.0,0.0007483779477211777,-0.26637701823838805
12,136,0.1118088238431773,0.01792693822749614,0.0787726842618261,0.14887797775992262,0.5992877140237832,0.03045645859296648,0.5406738353033435,0.6628823410000199,0.4818332737730998,0.03245698703009091,0.4185894658240371,0.5441955472286987,0.48747889018060586,0.03266509674009906,0.42356158922687787,0.5505193625792503,14.923540378871307,2.3495004746108484e-30,402.0,2.3574398374702697e-20,1.2796830301467645,0.3700244499299225,0.036290285315410245,0.3011320362162255,0.4415037368735925,10.196239757111966,1.874313099456012e-18,1072.0,6.732013090888113e-15,0.87432034605925,-0.11745444025068338,0.026838340744733926,-0.16963733372886644,-0.06600048910566313,-4.376367427771393,2.396823897121613e-05,2598.0,7.652658420468377e-06,-0.3752704109632773
13,136,0.11278539143553572,0.018572926874060296,0.07860752046823412,0.15043013584034273,0.666010405123379,0.03034207591393165,0.6073139708923124,0.726781392090945,0.48771394548598473,0.03140498345906323,0.426227883448204,0.5485377513550159,0.553225013687843,0.03333524933520433,0.4830256086478048,0.6185413540045375,16.595796483321912,2.1164916745839735e-34,282.0,1.992188163279255e-21,1.4230778081013657,0.374928554050449,0.03530132785653759,0.3056587345702839,0.44634905141646647,10.620805981410541,1.5800087492280303e-19,824.0,8.21403091833639e-17,0.9107265994425013,-0.1782964596373941,0.02831354156228441,-0.23482546856092673,-0.12152251361813614,-6.297215035610285,3.963096809320146e-09,1824.0,7.463329571172364e-10,-0.5399817344726486
14,136,0.12488684700794206,0.01904365261185555,0.08858518636692642,0.1643499943230319,0.6980421089052344,0.02935430392210037,0.6425965934753783,0.7542467368097894,0.5088852396750071,0.03197889995086624,0.446982961493318,0.5668610875720453,0.5731552618972923,0.03247602875328397,0.5108670219556529,0.6330620939977329,17.64856369143764,7.066839667322805e-37,220.0,5.413148601366511e-22,1.5133518514395041,0.38399839266706504,0.03573176661159378,0.3150305590085774,0.45042181607500065,10.74669486233771,7.57648486755031e-20,823.0,8.064708335995975e-17,0.9215214819245929,-0.18915686923022726,0.028550486762874,-0.24206460051061113,-0.1333383595604443,-6.625346558931523,7.566810541310854e-10,1753.0,2.787386372186345e-10,-0.5681187804677729
15,136,0.12122665509058947,0.01799817831601424,0.08879530510125214,0.1577621570871968,0.6938383029642605,0.029288189623470795,0.6375647029235317,0.7500958399182719,0.5225766452181152,0.03131268648307363,0.4592410554695842,0.5850682336078766,0.5726116478736711,0.03164949697641539,0.5123435656940953,0.6355596743305836,18.092282739923814,6.650806435052474e-38,201.0,3.6180471761090785e-22,1.5514004459475836,0.40134999012752565,0.03415328895290461,0.3302616766432005,0.4697395787474953,11.751430167705482,2.1243283126628258e-22,653.0,3.3318567869919322e-18,1.0076768235812426,-0.17126165774614538,0.02817622091317426,-0.2302823088509597,-0.11725172968157037,-6.078233779962633,1.1687635255608939e-08,1950.0,4.047349650060551e-09,-0.5212042467144975
16,136,0.13311711860320719,0.01874798420434683,0.09868848907043991,0.17226251794626132,0.7262843796515969,0.028241125788250793,0.6698135674897407,0.7798621420097535,0.504185669610514,0.032089449816012604,0.43998229040350967,0.5704429883828475,0.5931672610483898,0.0303708197854724,0.5338682324566161,0.6524139025703709,19.530828118512822,3.703266450414965e-41,150.0,1.2166940311198252e-22,1.674754694493238,0.3710685510073068,0.0342864465986208,0.30408521001644934,0.43646928409044206,10.822601576397634,4.862861997733202e-20,827.0,8.678550701903976e-17,0.92803042895664,-0.22209871004108295,0.02967922501650203,-0.28128109629495307,-0.1645567481016113,-7.48330557545196,8.372470753234354e-12,1382.0,1.1107112198517566e-12,-0.6416881591895296
17,136,0.12669177871455062,0.01812981075515788,0.09484934132725349,0.16379722263050017,0.7324981082408178,0.029300385164395818,0.6775785135051916,0.7901809380302857,0.4837816671482456,0.03254797614148981,0.42135081864463014,0.5469609611536805,0.6058063295262672,0.030423731128989093,0.5465030300761993,0.6657167807497978,19.912295666754293,5.304097434127425e-42,107.0,4.80872523828873e-23,1.7074652668938355,0.35708988843369505,0.03444511434792106,0.2916608436538617,0.4245239009685724,10.366924168891524,6.942111111441468e-19,1016.0,2.5521310839639737e-15,0.8889564136222878,-0.2487164410925723,0.031211919835056164,-0.31160543063549373,-0.19079849480885125,-7.968636418616661,5.967362308415504e-13,1296.0,2.817391528549734e-13,-0.683304935653913
18,136,0.13648686973456767,0.018289145763083426,0.10117062610162601,0.17350077122263396,0.7250710160159524,0.02972849111211757,0.6656571090320131,0.7797925990304014,0.4895144025959182,0.033876164185707984,0.42552468663991755,0.5540966963021813,0.5885841462813848,0.02892167080688153,0.5322705410007688,0.6455942762583942,20.350973158208376,5.8069491496777246e-43,24.0,7.820632011599601e-24,1.7450815514529554,0.35302753286135063,0.03268490976657165,0.28845828985927824,0.41666509615720126,10.80093337820403,5.519150818530959e-20,795.0,4.8158508582052166e-17,0.9261723962902446,-0.23555661342003406,0.032298710727377965,-0.3036153825678268,-0.17434072738675715,-7.293065516090857,2.3179074488471716e-11,1348.0,6.484112641414086e-13,-0.6253752086806014
19,136,0.15033093634972758,0.01928121886416958,0.11556945701366092,0.1883984476527232,0.7214545193563672,0.029628560070060265,0.6613579784597815,0.7798100388470679,0.4863780793322892,0.033145499283004975,0.4223265044757226,0.5518862479226929,0.5711235830066396,0.028276849165714622,0.5172294829862822,0.6278371666915182,20.19756797016553,1.255131566693774e-42,0.0,4.597822277805021e-24,1.7319271651015211,0.3360471429825617,0.03092736292814527,0.27713072558167356,0.3947835197008318,10.865690158042668,3.780440708394487e-20,754.0,2.2487231125752052e-17,0.9317252443506003,-0.23507644002407788,0.03109201775745328,-0.2958002363921177,-0.17565498244071057,-7.5606685245677285,5.5177672504479315e-12,1064.0,5.866176267124746e-15,-0.6483219773474325
20,136,0.1343422557854592,0.017798681245623147,0.10010337368582121,0.17094571831786406,0.7396508877402104,0.029429473557252995,0.6817866152911989,0.7922584060090837,0.5197758496701729,0.03346738964996092,0.4558513847409158,0.5837146133682699,0.6053086319547513,0.02844930119330483,0.5511483449210071,0.6611715731169739,21.276748692062874,5.904997320637403e-45,0.0,4.597822277805021e-24,1.824466148560754,0.3854335938847136,0.02986462418068776,0.3265890455212159,0.43871748027506047,12.906025254252418,2.521175608594873e-25,376.0,1.3880675739631895e-20,1.1066825354588887,-0.21987503807003753,0.03102500115154151,-0.28154036243717967,-0.16160341911074322,-7.087027555488512,6.900269589036535e-11,1307.0,3.364178347356601e-13,-0.6077075993161265
21,136,0.13787846980709237,0.017879062424995557,0.10378008313316307,0.17397697184737823,0.7932074326016828,0.026077540627156354,0.7420232047281468,0.8418475894077114,0.5362818061213193,0.03307420986771328,0.47072598505900837,0.6011919727691901,0.6553289627945905,0.026599013760286623,0.6023093603652404,0.7060665587142285,24.637340643547564,8.398414198175722e-52,0.0,4.597822277805021e-24,2.1126345310212176,0.39840333631422686,0.030093842482237277,0.3388459136017697,0.4577087560135225,13.238699463166997,3.6586390757018146e-26,193.0,3.051976279066515e-22,1.1352091135300157,-0.25692562648036354,0.028876638838713827,-0.31351090970802353,-0.20159257501444935,-8.897352213163845,3.304661385150318e-15,767.0,2.865312098974599e-17,-0.7629416580360846
22,136,0.12358741313567619,0.01748991016256838,0.09101243735390421,0.15913772513223445,0.8271253361154514,0.02250054898850977,0.783466331541451,0.86702927211639,0.538012592858192,0.03256129644663492,0.4735096152286721,0.6020092492228749,0.703537922979775,0.024600202144454426,0.657038757146652,0.7499562070406951,28.598867555987628,3.8071734490365578e-59,0.0,4.597822277805021e-24,2.452332661264939,0.4144251797225159,0.029660388514884364,0.35334982398322967,0.47359766409537307,13.972344951400297,5.317058858831817e-28,95.0,3.705552138485614e-23,1.1981186951441136,-0.2891127432572591,0.029698159808316787,-0.3505483306544309,-0.23091051036359578,-9.735038976263265,2.7162993035740627e-17,658.0,3.666265828550193e-18,-0.8347727053681638
23,136,0.13224393720260666,0.018408477959794802,0.09734639032404731,0.16794354915160387,0.8386870468229838,0.02126142760177948,0.7964625455004264,0.8789976728354703,0.5482532808641357,0.03221095551079578,0.48669273493457293,0.6083067331849292,0.706443109620377,0.024284625089039915,0.6562600437552959,0.754471905132508,29.090138597165637,5.253160530866762e-60,1.0,4.700971265934439e-24,2.4944588055066967,0.41600934366152903,0.0295993835482576,0.35884259306298655,0.4741479362563994,14.054662421711749,3.3156003718065657e-28,119.0,6.236124380882693e-23,1.2051773599895759,-0.29043376595884807,0.02890216024256509,-0.34742163248725155,-0.235150777276783,-10.04886013783556,4.4121777428158414e-18,564.0,5.954548185560042e-19,-0.8616826479668774
24,136,0.12305479248280893,0.017881939051626838,0.09059611938668645,0.1584917036646691,0.8319567551879291,0.02148667567663587,0.7882656223549026,0.8731570537657496,0.5645729621269245,0.03258440379231844,0.49991812954621984,0.6263509447359941,0.7089019627051201,0.024125354823613977,0.6607295273322474,0.7540881151865213,29.384105141170583,1.6245688569121777e-60,0.0,4.597822277805021e-24,2.5196662286947373,0.44151816964411555,0.029986712665641277,0.38572243677014517,0.49669902359902973,14.72379365378074,7.286585261532085e-30,119.0,6.236124380882693e-23,1.2625548897768235,-0.26738379306100457,0.028669791881680666,-0.32692143270794877,-0.2135020378450434,-9.326324870598613,2.857103358129376e-16,704.0,8.790148158045408e-18,-0.7997257599435269
25,136,0.10762903219289888,0.016873219307181726,0.0758207540229318,0.14086911565439206,0.8045580363571825,0.023893078842340324,0.7571040891469563,0.8485160480967906,0.5424543140819938,0.032602100285263676,0.47865092591997593,0.6026208860501947,0.6969290041642834,0.025750740256745057,0.6479887592004243,0.7457282750884981,27.06442600156834,2.1728352170181076e-56,0.0,4.597822277805021e-24,2.3207553834815484,0.43482528188909497,0.029872001413562884,0.3779481680711483,0.4939051991018942,14.556282181068383,1.8879538227487714e-29,90.0,3.3236063424055224e-23,1.2481908994941702,-0.26210372227518847,0.028657469087828694,-0.3191499491221492,-0.20653180757963993,-9.146087586168184,8.015855457840574e-16,706.0,9.128741305155574e-18,-0.7842705403086536
26,136,0.09780877209367614,0.01581591114050763,0.06784093592374806,0.1305801587253694,0.7766107799049412,0.025830155507500677,0.7266070075021042,0.8247206230562819,0.5327915195137839,0.03262763215143772,0.4679471927887417,0.5998621528045567,0.678802007811265,0.02681028951537483,0.6244351369574387,0.729921346182085,25.31871233326272,4.0481969701469316e-53,0.0,4.597822277805021e-24,2.1710616713923727,0.4349827474201078,0.029385840096404416,0.3770819244519777,0.48920795205981493,14.802460844851984,4.663796899176285e-30,71.0,2.19594832293349e-23,1.2693005457597504,-0.24381926039115723,0.027655309650008775,-0.2984058978044365,-0.1912789840910579,-8.816363420869521,5.230904981281443e-15,918.0,4.51326881619372e-16,-0.755996926390646
27,136,0.0939941614462071,0.015281673856962046,0.06612388908180497,0.12480215493071142,0.758462301250218,0.026676773282491302,0.7068468483109892,0.809264141908875,0.5332237943267973,0.03242386337496266,0.46916173692636226,0.5980993892550507,0.6644681398040109,0.027332376370213084,0.6090293378795412,0.7142484943923126,24.310661129639296,3.6635013005326825e-51,2.0,4.806411862095459e-24,2.0846219938060626,0.4392296328805903,0.029540815893317703,0.3818898661425796,0.4951562807850204,14.868568101395821,3.20693791486673e-30,114.0,5.596479870417904e-23,1.2749691962422112,-0.22523850692342062,0.026478590247587672,-0.2763948263852463,-0.1746004725627992,-8.506438780060844,3.002744923948063e-14,1105.0,1.184166442293497e-14,-0.7294211076909017
28,136,0.11337851162083024,0.01734472171363023,0.08063092256397167,0.14934245549460287,0.838289700842126,0.02135063034947518,0.7958108760977339,0.8782710116382493,0.5946092745446298,0.03065379703295302,0.5335382546802104,0.6543713764144459,0.7249111892212957,0.02398699439805191,0.6780756902694255,0.7715129370851295,30.22100965180402,6.024571451344293e-62,0.0,4.597822277805021e-24,2.5914301984312464,0.48123076292379946,0.026995871116258247,0.42646992448867127,0.5350946897374937,17.82608758396311,2.737424758608035e-37,0.0,4.597822277805021e-24,1.5285743996380583,-0.2436804262974962,0.02727392582492417,-0.30117538266493066,-0.1892958917747272,-8.934556318064406,2.675219277644314e-15,978.0,1.3105515513912876e-15,-0.7661318837120543
