model,model_short,run_dir,pooling,selected_condition,layer,mean_absent,mean_condition,mean_delta,ci95_low_delta,ci95_high_delta,paired_p,cohen_d
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,13,0.0848672637658946,0.412451105298588,0.3275838415326935,0.2602613609887669,0.3984077935187281,5.095702493313258e-16,0.7910651483539521
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,14,0.1096636101298683,0.4767219431173404,0.367058332987472,0.2997906842346122,0.435339094912815,8.517840638703529e-19,0.8859441000238077
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,15,0.1090593334146669,0.4376987964674076,0.3286394630527406,0.2579328493749547,0.3985151180987463,3.724868813554032e-16,0.7957581016936774
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,16,0.1009397775538493,0.3898289471715326,0.2888891696176833,0.2223473273788917,0.3583614737039161,3.90151087207263e-14,0.7254169805422699
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,17,0.0865883846290169,0.3668483299965022,0.2802599453674853,0.2194379150696638,0.341288418412668,1.3070958408518974e-15,0.7769226954962123
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,18,0.093259483993345,0.3905423236306666,0.2972828396373215,0.2346092597253919,0.3582832832227669,1.9210344437138204e-16,0.805656802281016
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,19,0.0703316098981673,0.4042443566234669,0.3339127467252996,0.2764280708757303,0.392644691186696,4.813924352362947e-21,0.9619450833631608
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,20,0.0713342946484738,0.4164409145177923,0.3451066198693184,0.2892349141268697,0.4002754728761376,4.9510555747735893e-23,1.0290325200144266
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,21,0.067760373195449,0.406613575082234,0.338853201886785,0.2813118117574689,0.3964934941777467,2.1020540396890516e-22,1.0078313293777226
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,22,0.0593413742215294,0.4035989503525279,0.3442575761309984,0.2903473106216025,0.3986060929214348,1.776241257070845e-24,1.0779152216445975
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,23,0.0569351084269796,0.4094742495546055,0.352539141127626,0.2999684217019082,0.4046216476110899,9.674250130137038e-26,1.1208267700247283
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,24,0.0581948852631092,0.4071459522255662,0.3489510669624569,0.2953088788651332,0.4004717812517455,1.2272474695152152e-25,1.1173118210388469
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,25,0.05676313533799,0.414097263261855,0.3573341279238649,0.3057508251522178,0.408812771314143,1.9996891330411828e-26,1.144157108312554
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,26,0.0608736280699567,0.4225980942957964,0.3617244662258397,0.3094465244559328,0.4124364860769631,5.03903326101775e-27,1.16461320929356
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,27,0.0575997521189224,0.426057422514852,0.3684576703959296,0.3194723671171858,0.4187601881494447,1.313428234601644e-28,1.219041163241259
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,28,0.0623983075461202,0.4357934316496565,0.3733951241035363,0.3224771296514291,0.4259232359533426,3.5543695612980187e-29,1.2386663899230792
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,29,0.0636640341887616,0.439032663737298,0.3753686295485364,0.3260342590035582,0.4304501949600769,9.519823644101223e-29,1.2238674545097084
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,30,0.0654129654326289,0.4778879206615934,0.4124749552289645,0.3594762993977143,0.4642630781336667,3.724221418161362e-31,1.307683079500263
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,31,0.067448008774779,0.4978193743340244,0.4303713655592454,0.3721647649164341,0.4902946335051505,2.6699211746143956e-29,1.2429717579932784
mistralai/Mistral-7B-Instruct-v0.2,Mistral 7B Inst.,results_cross_model/mistral_indirect_only/mistralai_Mistral-7B-Instruct-v0.2__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,32,0.0771343480569153,0.4793381041252711,0.4022037560683559,0.3512205828138962,0.4566759193097368,1.7279588345440978e-30,1.2843428320467802
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,0,0.1958024508251238,0.6550882529674704,0.4592858021423465,0.3827107684780757,0.5287848549632373,1.944541750747953e-24,1.0765831635378598
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,1,0.1808435229149793,0.6271419225929965,0.4462983996780171,0.380333836040868,0.5134383061048536,1.3339015325562104e-25,1.116080848819848
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,2,0.1804289463321691,0.61043948652568,0.430010540193511,0.3564613002755224,0.4995910152699108,6.217136849257327e-23,1.0256925295604435
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,3,0.1985854448141086,0.6138813477377727,0.415295902923664,0.3371217608589216,0.4905719097447122,6.446982892417877e-20,0.9238915097223998
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,4,0.1605927495430585,0.5950584532514336,0.434465703708375,0.3569551152523504,0.5040002349288448,6.10676491855715e-22,0.9922012204051468
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,5,0.133604686934757,0.5496402142234555,0.4160355272886985,0.3387614756766211,0.4888784943538083,7.798952033067292e-20,0.9210965798276328
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,6,0.1351079322169702,0.5455188289477316,0.4104108967307613,0.3245644504204462,0.4924270134837178,3.0504187385975557e-18,0.8671336444059144
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,7,0.1160072361383239,0.5194608770453099,0.4034536409069858,0.3328244047678739,0.4730638270356031,1.8836775373913412e-20,0.9419439381858932
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,8,0.107549980665364,0.4922806380219928,0.3847306573566287,0.3176417926407557,0.4542991509530579,2.0475468052592926e-21,0.9744730152439084
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,9,0.1015553714070279,0.4824832676569562,0.3809278962499284,0.3174002200899333,0.4477348388669759,2.1378207169218367e-21,0.9738407873089864
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,10,0.0974872002516907,0.4862024112526415,0.3887152110009507,0.324199993205309,0.4525673028396552,1.7187942931789012e-21,0.9770376697517787
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,11,0.1097628158698476,0.518548740336415,0.4087859244665675,0.3396711227492543,0.4768174082829733,3.861772897894461e-22,0.9989170088229674
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,12,0.1118088238431773,0.4818332737730998,0.3700244499299225,0.3011320362162255,0.4415037368735925,1.874313099456012e-18,0.87432034605925
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,13,0.1127853914355357,0.4877139454859847,0.374928554050449,0.3056587345702839,0.4463490514164664,1.5800087492280305e-19,0.9107265994425012
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,14,0.124886847007942,0.5088852396750071,0.383998392667065,0.3150305590085774,0.4504218160750006,7.576484867550311e-20,0.9215214819245928
