layer,n_pairs,mean_absent,sem_absent,ci95_low_absent,ci95_high_absent,mean_suppressed,sem_suppressed,ci95_low_suppressed,ci95_high_suppressed,mean_mentioned,sem_mentioned,ci95_low_mentioned,ci95_high_mentioned,mean_suppressed_indirect,sem_suppressed_indirect,ci95_low_suppressed_indirect,ci95_high_suppressed_indirect,mean_delta_suppressed_minus_absent,sem_delta_suppressed_minus_absent,ci95_low_delta_suppressed_minus_absent,ci95_high_delta_suppressed_minus_absent,paired_t_suppressed_vs_absent,paired_p_suppressed_vs_absent,wilcoxon_stat_suppressed_vs_absent,wilcoxon_p_suppressed_vs_absent,cohen_d_paired_suppressed_vs_absent,mean_delta_mentioned_minus_absent,sem_delta_mentioned_minus_absent,ci95_low_delta_mentioned_minus_absent,ci95_high_delta_mentioned_minus_absent,paired_t_mentioned_vs_absent,paired_p_mentioned_vs_absent,wilcoxon_stat_mentioned_vs_absent,wilcoxon_p_mentioned_vs_absent,cohen_d_paired_mentioned_vs_absent,mean_delta_suppressed_minus_mentioned,sem_delta_suppressed_minus_mentioned,ci95_low_delta_suppressed_minus_mentioned,ci95_high_delta_suppressed_minus_mentioned,paired_t_suppressed_vs_mentioned,paired_p_suppressed_vs_mentioned,wilcoxon_stat_suppressed_vs_mentioned,wilcoxon_p_suppressed_vs_mentioned,cohen_d_paired_suppressed_vs_mentioned,mean_delta_suppressed_indirect_minus_absent,sem_delta_suppressed_indirect_minus_absent,ci95_low_delta_suppressed_indirect_minus_absent,ci95_high_delta_suppressed_indirect_minus_absent,paired_t_suppressed_indirect_vs_absent,paired_p_suppressed_indirect_vs_absent,wilcoxon_stat_suppressed_indirect_vs_absent,wilcoxon_p_suppressed_indirect_vs_absent,cohen_d_paired_suppressed_indirect_vs_absent,mean_delta_suppressed_indirect_minus_mentioned,sem_delta_suppressed_indirect_minus_mentioned,ci95_low_delta_suppressed_indirect_minus_mentioned,ci95_high_delta_suppressed_indirect_minus_mentioned,paired_t_suppressed_indirect_vs_mentioned,paired_p_suppressed_indirect_vs_mentioned,wilcoxon_stat_suppressed_indirect_vs_mentioned,wilcoxon_p_suppressed_indirect_vs_mentioned,cohen_d_paired_suppressed_indirect_vs_mentioned
10,136,0.3943389310106089,0.031047654537438667,0.3343865397033964,0.4544571310110679,0.18802396569189297,0.01867186078306356,0.15476431908007926,0.22782909515689892,0.6047524025072498,0.03201945674173815,0.5422237956017375,0.6666034191616739,0.20063906760096847,0.02067764292697455,0.16250508336527383,0.24219346957088855,-0.20631496531871588,0.026234019332678035,-0.2571590428687421,-0.15407221398983204,-7.864405476812414,1.057447200756504e-12,1556.0,1.6048994594883458e-11,-0.6743672061301632,0.21041347149664097,0.02453632535035357,0.16247516243126328,0.25769961781464595,8.575590211335738,2.0361196109830002e-14,1215.0,7.5007629306696e-14,0.7353507940030136,-0.4167284368153568,0.026106896468133294,-0.4660373624689247,-0.36697875396914703,-15.96238899265662,6.958139747988467e-33,27.0,8.355950173921272e-24,-1.3687635638674833,-0.1936998634096404,0.027148558420880414,-0.2478413175660222,-0.14164342555035608,-7.134812110710915,5.3640043534593344e-11,2253.0,1.7502513634992025e-07,-0.6118050911222795,-0.40411333490628143,0.029324703712705354,-0.46041446470659436,-0.3487234331954569,-13.780645112918682,1.600365537086843e-27,185.0,2.573701935421002e-22,-1.1816805696082915
11,136,0.35110724117700953,0.02974618437909228,0.29604881732427024,0.40971978010562704,0.19425431739183824,0.021802820941547275,0.15231870972279835,0.23939613589168035,0.659301109717518,0.03084804882972824,0.5982083559928993,0.7191029244738544,0.17435172976185012,0.023638512958176833,0.13142240739262823,0.22384713581337448,-0.15685292378517135,0.025169437866725458,-0.2088666102824988,-0.10892702310766195,-6.231880291316887,5.483508129440076e-09,2336.0,4.564063218366846e-07,-0.534379326369166,0.3081938685405084,0.028406311591875687,0.2472801485244052,0.3654046135635499,10.849485599131883,4.155935364335926e-20,322.0,4.573803888711354e-21,0.9303357148875715,-0.4650467923256797,0.027859361801288694,-0.519999097450473,-0.4093031167792044,-16.69265777309256,1.2456651537025867e-34,0.0,4.597822277805021e-24,-1.4313835951767382,-0.1767555114151594,0.027135772557571967,-0.2329859140751519,-0.12350296203159612,-6.5137453168193495,1.3349738050758112e-09,2453.0,1.6707821125103165e-06,-0.5585490529065806,-0.4849493799556677,0.03064462781472338,-0.5467368268427957,-0.42178361917439056,-15.824939460438516,1.493521728608955e-32,149.0,1.1908261829041637e-22,-1.3569773637155313
12,136,0.35901537973344516,0.030044330896115728,0.2987041153618433,0.42019812143729623,0.23412849039824005,0.02309492837137852,0.1880332914175389,0.2796499889882126,0.6238841332036463,0.02904034304749713,0.5679338991884806,0.6822261270184935,0.2646608715644625,0.024472883808009004,0.21619618373696833,0.3138385289971489,-0.12488688933520517,0.021501641263460294,-0.16777539623596466,-0.08210075242173168,-5.808249138052399,4.3121488641280514e-08,2393.0,8.655591882090767e-07,-0.4980532546655915,0.2648687534702011,0.025654828643222213,0.21765340578440973,0.31483486927519466,10.32432362553227,8.896507754888812e-19,529.0,2.9947567732064307e-19,0.8853034471660809,-0.3897556428054063,0.025062111824873622,-0.4382685315657321,-0.34308391459829896,-15.551588211276831,6.863319988195242e-32,82.0,2.7919953166268555e-23,-1.3335376874764482,-0.09435450816898265,0.024625090502157845,-0.14360877398183347,-0.04625384554762888,-3.8316410719674128,0.0001942799342362268,3406.0,0.006536853293742702,-0.3285605113081686,-0.3592232616391837,0.029248019478739725,-0.4167692424266406,-0.3041151360263168,-12.281968763741482,9.561113102386562e-24,583.0,8.626723717280023e-19,-1.0531701328730763
13,136,0.4377275299834595,0.03368038050979301,0.3710761069667104,0.5013566420221356,0.4156568778465918,0.029144312440555424,0.3582836819625575,0.4738136826318491,0.6886320307975439,0.02904554359884642,0.6347570913472257,0.7441853509548723,0.4758989942599462,0.029600171346676217,0.4152237000056302,0.5345117046954261,-0.02207065213686769,0.029856574171456804,-0.07854588931378949,0.03704406111051194,-0.7392225246648514,0.4610552765164479,4277.0,0.4078980903391036,-0.06338780854274767,0.2509045008140844,0.025738980231089583,0.19967311742714414,0.3017681540197423,9.748035802561517,2.5197664482071443e-17,646.0,2.9137255479825254e-18,0.8358871740289104,-0.27297515295095204,0.026777549780275783,-0.324819822104886,-0.22167101769345882,-10.194179646415007,1.896896971403982e-18,827.0,8.678550701903976e-17,-0.8741436930243673,0.03817146427648669,0.035814271865898535,-0.029495269497574035,0.10853566103083216,1.065817125067189,0.2884087725682669,4137.0,0.25775952181220196,0.09139306448483965,-0.21273303653759768,0.03580531069243545,-0.28182749336972834,-0.141643649394286,-5.941382225808797,2.2742586487997596e-08,2115.0,3.316736275082065e-08,-0.5094693227585293
14,136,0.44917421174962435,0.03580327718231459,0.38154933635445437,0.5187540313057916,0.41316518578406103,0.0307950981870776,0.3529774362462154,0.47521103998814684,0.6614317952663784,0.03317363575277561,0.6005307209257288,0.7237214254265719,0.4479658140664387,0.03160846352769395,0.38505910350670597,0.5109581058470195,-0.03600902596556334,0.025806953783310913,-0.08883894913706772,0.01408657359577357,-1.3953226044388858,0.16520965053497857,4623.0,0.939398348616322,-0.11964792623931471,0.212257583516754,0.022447306205639662,0.16899375815293,0.25727513472168784,9.455815391488997,1.3582868480966822e-16,382.0,1.568975163397936e-20,0.8108294805045607,-0.24826660948231738,0.026081277563618038,-0.3018260936089585,-0.19991067440271612,-9.518958911301024,9.445438706695519e-17,801.0,5.380076005049511e-17,-0.8162439926589009,-0.0012083976831856339,0.030243411201132598,-0.06359351005608536,0.06099654293760004,-0.03995573366870666,0.968187446455246,4368.0,0.5287401317558196,-0.003426175896257048,-0.21346598119993962,0.031355194908152174,-0.2751054190516784,-0.15443246020076665,-6.807994076427816,2.95940102539239e-10,1881.0,1.6181604312544177e-09,-0.5837806758829758
15,136,0.44066270165782195,0.035630052968335116,0.3715027902079739,0.5098303013536578,0.3656165453438666,0.031410734480644346,0.3076052227018028,0.4252032205811876,0.623295712747519,0.03346296166010666,0.5569535186101885,0.6884334338791813,0.368647906242679,0.032329907295467,0.3082836298698123,0.4291442834590457,-0.07504615631395536,0.02280185014090038,-0.12040083957092826,-0.03235663577162927,-3.2912310119669965,0.0012729923813414778,3699.0,0.03724077715090394,-0.28222073096474376,0.18263301108969698,0.02089856206257026,0.1420826674585576,0.22546287198250148,8.739022835298144,8.102582339857037e-15,467.0,8.740213377073523e-20,0.7493650258908539,-0.2576791674036524,0.026456649277469352,-0.3107745533515302,-0.20896024695228643,-9.739675070005692,2.6444994207882284e-17,606.0,1.3482148621923062e-18,-0.8351702471268709,-0.0720147954151429,0.026663163848233005,-0.12552262180581691,-0.020972739377575596,-2.7009096079164436,0.007801461439829599,4154.0,0.27361497343519947,-0.23160108817773917,-0.25464780650483987,0.02974029746918845,-0.3116085651580019,-0.19909365029436504,-8.562382631466955,2.1930865060446296e-14,970.0,1.1380095274122051e-15,-0.7342182533726873
16,136,0.4584001095753196,0.035466914946063695,0.390300314343219,0.5250812827522425,0.3535165901196295,0.03254998115512157,0.29119389949477176,0.41754369744462067,0.6506586225373586,0.03367489430173076,0.5843345233593873,0.7130226450974055,0.3553498648838798,0.03448153092255539,0.2911872131061709,0.4222278488864069,-0.1048835194556901,0.021132095381997534,-0.14747645858808364,-0.06559367873843437,-4.96323329796441,2.053358758475667e-06,2739.0,3.06743384213234e-05,-0.42559374416654216,0.19225851296203908,0.02011314142071501,0.15387368348276154,0.2322779852271621,9.558850551511929,7.506785794655217e-17,273.0,1.650707478928799e-21,0.819664672586493,-0.29714203241772924,0.026293201042859943,-0.34737342780118485,-0.2471321537841635,-11.301097646245692,2.962259412685557e-21,147.0,1.1407127162362324e-22,-0.9690611284442363,-0.10305024469143978,0.023378634065137124,-0.15118998146769358,-0.05979321917380816,-4.4078813332003515,2.1114081350733683e-05,3038.0,0.00043330495945715644,-0.3779727060599679,-0.29530875765347886,0.028096274115369673,-0.3500898517094585,-0.2415264272729685,-10.510602097661565,3.0050886497066195e-19,268.0,1.4867308175360783e-21,-0.901276694372422
17,136,0.4335648479916451,0.03581758478128277,0.3654706965376852,0.5085921522920448,0.37601966322704095,0.031856594119805494,0.31488096429072243,0.4423260544442991,0.6690898457521008,0.030422726422212016,0.6080117328701817,0.7292352760097283,0.3735920352425797,0.03264170123335378,0.3103206406999894,0.44106917418808655,-0.057545184764604136,0.018402939253218818,-0.09578689832677667,-0.023747523951688207,-3.126956187422019,0.002163611556166077,3633.0,0.025982175233267152,-0.268134280972745,0.23552499776045574,0.023649383241961815,0.19152385367431946,0.28227995958347446,9.95903340694977,7.429142184669583e-18,273.0,1.650707478928799e-21,0.8539800693394324,-0.29307018252505984,0.024833368138265307,-0.34155030195511693,-0.24679725323970153,-11.801467319830573,1.5852706519791063e-22,124.0,6.948064791925296e-23,-1.0119674739782496,-0.059972812749065414,0.020277046036121515,-0.10171137698086957,-0.021064606638910112,-2.957670098604594,0.0036606917667601577,3743.0,0.04686270134816292,-0.25361811861449624,-0.2954978105095211,0.02533747609944239,-0.34421682969142586,-0.24898847598718557,-11.66248008877349,3.574616148085624e-22,303.0,3.084836463568453e-21,-1.0000494172386674
18,136,0.4028189373485094,0.034855781972076505,0.3327871511323202,0.4721513104963719,0.3702290107500744,0.03256961184259446,0.30531744713009934,0.4310115682026031,0.6315371952574229,0.03201764046439334,0.5646568448833895,0.6902697224679833,0.3700132195849216,0.033714318460712364,0.30421470410532797,0.43515831285020334,-0.032589926598434966,0.014842167921433929,-0.06124461657709836,-0.003701553784911996,-2.1957659265780896,0.029816735734499396,3801.0,0.06266613791500676,-0.1882853748561361,0.2287182579089136,0.023462951660458933,0.18427820477217682,0.2746607940258328,9.748059886871022,2.5194157480912968e-17,273.0,1.650707478928799e-21,0.8358892392414126,-0.26130818450734855,0.02372832204630198,-0.30906940120516874,-0.2159121397302017,-11.0125016003006,1.6025493693497326e-20,207.0,4.1096877769843607e-22,-0.9443142216655837,-0.03280571776358769,0.01631482085976558,-0.06464836034151189,-0.0007808745365330888,-2.010792398247581,0.04633900683252689,3910.0,0.10420817380596677,-0.17242402565738613,-0.2615239756725013,0.024386857361556963,-0.3105082108588245,-0.21256490387137875,-10.7239720065269,8.651670461227128e-20,356.0,9.215779047822954e-21,-0.9195730131136173
19,136,0.39255790893028364,0.03363378615658905,0.3265515494855997,0.4592115911100706,0.3622928221440442,0.0319044267715006,0.2974728581205722,0.42566373662228324,0.6045305146785952,0.032404929061714806,0.5388829743352855,0.6687936753944096,0.36452157774733107,0.03273996629447568,0.2979715889716859,0.43026130440508636,-0.030265086786239542,0.014373439259475613,-0.058466937392609934,-0.0023839061313702488,-2.105625956312957,0.03708883354878428,3598.0,0.02130675670281893,-0.18055593617350715,0.21197260574831156,0.022610258263945127,0.16939857228002023,0.2559324053471164,9.375063445707221,2.1601125995251376e-16,420.0,3.395389303006582e-20,0.8039050582800209,-0.2422376925345511,0.02186958233555264,-0.2844496780792556,-0.2011772941242427,-11.076466336568005,1.1024329187238532e-20,194.0,3.11763226869658e-22,-0.9497991525500205,-0.028036331182952706,0.01566440041683803,-0.05832766871352621,0.002146228960455138,-1.7898119581274108,0.07572581122307358,4160.0,0.27936695224993435,-0.1534751092449971,-0.24000893693126427,0.022447019615959293,-0.2845123207251911,-0.1967403218426967,-10.692240708901226,1.0412795545480538e-19,245.0,9.174143972577747e-22,-0.9168520767898477
20,136,0.4004479551870797,0.03417293343495093,0.3363579920107052,0.46827075794662354,0.37398481101182346,0.03272463329944012,0.312691650241874,0.4407795540782103,0.5860530286385296,0.03321141430786443,0.5211242069869221,0.6504927496824674,0.381523259792034,0.03363718313896912,0.3192251934284249,0.4492130270878649,-0.02646314417525619,0.01458177421180119,-0.05545964927235843,0.0019026142732541337,-1.8148096240469336,0.07177319234851817,3469.0,0.009802638225289007,-0.15561864141352874,0.18560507345145,0.02142786972340879,0.14616819942246015,0.22950652111217096,8.661853737550329,1.2526360690531102e-14,510.0,2.0572478408071908e-19,0.7427478303506168,-0.21206821762670613,0.021186541495135387,-0.2560234614525727,-0.17208524809332867,-10.009572240726445,5.541877332244762e-18,276.0,1.7575530750781597e-21,-0.8583137385831586,-0.01892469539504571,0.01614382929210788,-0.050499667687773295,0.011483525092088234,-1.172255668256929,0.243158935567726,4166.0,0.2852005979182892,-0.10052009426567476,-0.20452976884649568,0.021574451303973254,-0.24894011041140035,-0.16410199454730942,-9.480184036422214,1.1806650918534623e-16,362.0,1.0422712478015919e-20,-0.8129190745685041
