layer,n_pairs,mean_absent,sem_absent,ci95_low_absent,ci95_high_absent,mean_suppressed,sem_suppressed,ci95_low_suppressed,ci95_high_suppressed,mean_mentioned,sem_mentioned,ci95_low_mentioned,ci95_high_mentioned,mean_suppressed_indirect,sem_suppressed_indirect,ci95_low_suppressed_indirect,ci95_high_suppressed_indirect,mean_delta_suppressed_minus_absent,sem_delta_suppressed_minus_absent,ci95_low_delta_suppressed_minus_absent,ci95_high_delta_suppressed_minus_absent,paired_t_suppressed_vs_absent,paired_p_suppressed_vs_absent,wilcoxon_stat_suppressed_vs_absent,wilcoxon_p_suppressed_vs_absent,cohen_d_paired_suppressed_vs_absent,mean_delta_mentioned_minus_absent,sem_delta_mentioned_minus_absent,ci95_low_delta_mentioned_minus_absent,ci95_high_delta_mentioned_minus_absent,paired_t_mentioned_vs_absent,paired_p_mentioned_vs_absent,wilcoxon_stat_mentioned_vs_absent,wilcoxon_p_mentioned_vs_absent,cohen_d_paired_mentioned_vs_absent,mean_delta_suppressed_minus_mentioned,sem_delta_suppressed_minus_mentioned,ci95_low_delta_suppressed_minus_mentioned,ci95_high_delta_suppressed_minus_mentioned,paired_t_suppressed_vs_mentioned,paired_p_suppressed_vs_mentioned,wilcoxon_stat_suppressed_vs_mentioned,wilcoxon_p_suppressed_vs_mentioned,cohen_d_paired_suppressed_vs_mentioned,mean_delta_suppressed_indirect_minus_absent,sem_delta_suppressed_indirect_minus_absent,ci95_low_delta_suppressed_indirect_minus_absent,ci95_high_delta_suppressed_indirect_minus_absent,paired_t_suppressed_indirect_vs_absent,paired_p_suppressed_indirect_vs_absent,wilcoxon_stat_suppressed_indirect_vs_absent,wilcoxon_p_suppressed_indirect_vs_absent,cohen_d_paired_suppressed_indirect_vs_absent,mean_delta_suppressed_indirect_minus_mentioned,sem_delta_suppressed_indirect_minus_mentioned,ci95_low_delta_suppressed_indirect_minus_mentioned,ci95_high_delta_suppressed_indirect_minus_mentioned,paired_t_suppressed_indirect_vs_mentioned,paired_p_suppressed_indirect_vs_mentioned,wilcoxon_stat_suppressed_indirect_vs_mentioned,wilcoxon_p_suppressed_indirect_vs_mentioned,cohen_d_paired_suppressed_indirect_vs_mentioned
10,136,0.16948552220913896,0.02226402610145728,0.12703897033251774,0.21482618976085657,0.7913189813446216,0.027307092218261674,0.7353784517886655,0.8416376228604507,0.8921496764357023,0.01776651341449801,0.8552793302062961,0.9246933152814163,0.44228376613368264,0.03463248537456072,0.37694041126616695,0.5098807970386406,0.6218334591354827,0.03234883635118853,0.5581312600484669,0.6856336772191222,19.222745831864703,1.803137305667516e-40,142.0,1.5297784604774528e-22,1.6483368563594276,0.7226641542265633,0.028334562295964368,0.6688120103088506,0.7759372461058364,25.504687408899578,1.785799411144622e-53,0.0,6.714004954037857e-24,2.187008902564119,-0.10083069509108056,0.015706964572923556,-0.13307697059642318,-0.07125370772109799,-6.419489559739474,2.148529720734248e-09,1657.0,1.1818646814998042e-10,-0.5504666884162134,0.2727982439245437,0.036965877322592815,0.2016276989834037,0.34868895491252655,7.379731354510955,1.459420813317796e-11,2057.0,4.365445424819564e-08,0.6328067430152196,-0.44986591030201956,0.039587396897746596,-0.5320786703653797,-0.3671875849163378,-11.363866926234468,2.051668130852067e-21,899.0,3.209001767295992e-16,-0.974443549798481
11,136,0.1342889125421765,0.017856719018250818,0.10281508168661073,0.17184684463931793,0.8188967065649633,0.024068503404592233,0.7688696817199467,0.8619325506743676,0.8981298162618827,0.017167452402357303,0.8640993158242708,0.9287357455789575,0.4330578393596772,0.034844908056442137,0.3670144105971056,0.49874916952228,0.6846077940227867,0.028176711809978192,0.62835072666092,0.734439072661701,24.29693708193258,3.8984281315839945e-51,31.0,1.3394891757312185e-23,2.083445166423997,0.7638409037197063,0.02538850611382869,0.7125315875215493,0.8114483261759906,30.086090937964048,1.0199786567742989e-61,0.0,6.714004954037857e-24,2.5798610141648455,-0.07923310969691955,0.01309010356011217,-0.10566647716097176,-0.05525971253109823,-6.052901669804711,1.3228338362554829e-08,2030.0,1.882821775832007e-08,-0.5190320361891185,0.2987689268175007,0.0355413513820335,0.22547636450165037,0.3692163037341986,8.40623429328946,5.2640649921271934e-14,1239.0,3.053659187306981e-13,0.72082864383779,-0.4650719769022055,0.03971230837889029,-0.544932759413556,-0.3892010775887226,-11.711028542209394,2.6907357677273087e-22,754.0,2.2487231125752052e-17,-1.0042124127762244
12,136,0.1401203671486175,0.016720234678457294,0.10812348376080834,0.1750584985726747,0.829526157740844,0.022374688211345983,0.7840514071391108,0.8727999825017538,0.9032645156319256,0.01636002657027256,0.8702308676335276,0.9339097202872175,0.48877024917120004,0.03252267501260442,0.42453184362662905,0.554929953364689,0.6894057905922265,0.027324911181958393,0.633615010963151,0.7414981158043364,25.229937107624163,5.991418103745316e-53,8.0,8.027512336108847e-24,2.163449258596013,0.763144148483308,0.023941575684636705,0.7152211550084339,0.8076223141248946,31.875268300449296,1.0883038824689627e-64,0.0,6.714004954037857e-24,2.7332817072824582,-0.07373835789108142,0.012648468269021221,-0.09859118788395425,-0.0495976695323067,-5.829825107889331,3.8895256746210146e-08,1918.0,4.399710987072719e-09,-0.49990337881564706,0.3486498820225826,0.032709530649629004,0.2845779908897912,0.4165611882492557,10.658969269757378,1.2645130671464667e-19,652.0,8.281555183025351e-18,0.9139990744204354,-0.4144942664607254,0.037951401560431766,-0.49025102655905306,-0.3383555187339852,-10.92171170017811,2.7248281661112345e-20,834.0,9.865561503407535e-17,-0.9365290519574653
13,136,0.17254309186274355,0.019179625658439392,0.13720973029752617,0.21004012637913505,0.8407071703658311,0.021073269795045903,0.796835113114382,0.8816405360618231,0.9070258235347533,0.01593908625859745,0.8732934555175161,0.9370174209787129,0.5296412980025289,0.033775925234354985,0.4666401997304858,0.5935334672180753,0.6681640785030877,0.02749887451060496,0.6136848052204299,0.7211403384627234,24.297870018113276,3.8819888111369384e-51,23.0,1.1212997580347214e-23,2.083525165041506,0.7344827316720097,0.025137276451454596,0.685107721921086,0.7828086927496338,29.218866773035312,3.138846560899291e-60,1.0,6.86576345373487e-24,2.5054971555215095,-0.06631865316892212,0.010171028595641441,-0.08731185537005179,-0.04699275454553081,-6.520348708619445,1.2910393248728929e-09,1234.0,1.697807952142008e-13,-0.5591152890820097,0.3570982061397854,0.0329821818836005,0.29193333247177056,0.42068556945085017,10.827003725831217,4.7393775090511025e-20,604.0,3.2545445117508337e-18,0.9284079101563625,-0.37738452553222446,0.03721688225290444,-0.44864892626782177,-0.3048961748793361,-10.140143469507661,2.59679555675173e-18,897.0,3.095535646367815e-16,-0.8695101290813072
14,136,0.20797795801231694,0.02327737495565934,0.1646531488468739,0.25434034937339184,0.8146144110232617,0.02154570172402728,0.7737995555365684,0.8545451800118093,0.9112394270690427,0.014873735061726156,0.8818806597450637,0.9380377374870601,0.5340424661687748,0.03262160607921972,0.47183313341182714,0.5992008985425632,0.6066364530109448,0.02874598247265799,0.550236298005958,0.6627311082095673,21.103347349075747,1.3832424359234647e-44,24.0,1.146518789521832e-23,1.8095971060687024,0.7032614690567258,0.02682167768247968,0.6503635809360581,0.7547711104250374,26.2198911411163,7.957079506108065e-55,1.0,6.86576345373487e-24,2.2483371166460238,-0.09662501604578097,0.013726183272652232,-0.12409331318505916,-0.07141607673033913,-7.039467135652682,8.859751467185676e-11,1218.0,1.3035843200098467e-13,-0.6036293269608122,0.32606450815645793,0.03475974252098256,0.2562194099651847,0.39508941188939956,9.380521387913923,2.0934781756581197e-16,801.0,1.4002130968147558e-16,0.8043730729631405,-0.3771969609002679,0.03589089885578103,-0.4472175559170941,-0.30681187184839936,-10.509543447656286,3.023696639718694e-19,816.0,7.091830997688717e-17,-0.9011859158833885
15,136,0.21401941300795327,0.023026800421971416,0.16924016531687436,0.2620688248254663,0.8242152868776508,0.02027420483371532,0.7842717345047343,0.8627671748923933,0.9102880443130668,0.015647703130131016,0.8775154941215616,0.9397750654187218,0.5182870538461805,0.03176456242036112,0.45839296451113476,0.5854077409868997,0.6101958738696975,0.028426971764346578,0.5569085360271624,0.6656493135627236,21.465384316278527,2.3492152087980292e-45,11.0,8.58314571479237e-24,1.8406415198909833,0.6962686313051135,0.02816755906841059,0.6438794814100012,0.7493892525124016,24.71881321395599,5.8277670362332585e-52,1.0,6.86576345373487e-24,2.1196207462977017,-0.08607275743541588,0.012015486000513676,-0.11102065767488241,-0.06341522760180371,-7.163485308187798,4.610098503580347e-11,485.0,1.9567841656687509e-19,-0.6142637975216781,0.30426764083822716,0.03508462273846238,0.23629272214534572,0.37212894747464154,8.672393119526587,1.1803484401085925e-14,1013.0,6.496629639827874e-15,0.7436515748992191,-0.3920009904668863,0.035770386424484095,-0.46282268820261047,-0.320129525384204,-10.958813411044664,2.1935252404161085e-20,773.0,3.203517352037874e-17,-0.9397104974174555
16,136,0.2601513786532555,0.02717221644815524,0.20732308460188464,0.31386087678014685,0.829000556278559,0.02048442042259461,0.7902066792479384,0.8694064890780638,0.8951582046803069,0.01677959638790824,0.861744986495193,0.9272834816177541,0.5460776629683843,0.03435933889432715,0.47428656873604574,0.6117675770176729,0.5688491776253035,0.03234860469149692,0.507773503680109,0.6333912108007165,17.5849679777635,9.935351914727835e-37,160.0,2.2580695039683705e-22,1.5078985639813824,0.6350068260270514,0.032647382710886456,0.5735240512350599,0.7004583869975145,19.45046657033566,5.589834781244666e-41,85.0,4.4124893439197523e-23,1.667863748587116,-0.06615764840174797,0.010355162576133326,-0.08702105962436105,-0.047613066648667844,-6.388856564572798,2.506061764190025e-09,1849.0,1.7445917766047687e-09,-0.5478399307513322,0.28592628431512884,0.037789957092717485,0.20851800952309058,0.36313051374798344,7.566197643823992,5.355427265741867e-12,1217.0,2.1221452755319754e-13,0.6487960954121994,-0.3490805417119226,0.03843132572365327,-0.42664915635339945,-0.2741004484566903,-9.083229244342059,1.1475420678583278e-15,1048.0,4.450285487270576e-15,-0.7788804819648614
17,136,0.2503431919087666,0.026584402080304846,0.1992885539662239,0.3047900635016228,0.8544853597241177,0.019304083172392066,0.8151110699205166,0.8886470823964691,0.8988646197924068,0.016163081833913694,0.8668813841348102,0.9292378639333659,0.5273969997956633,0.03413341077404578,0.46247140662076536,0.5943057031604289,0.6041421678153511,0.03262599421454603,0.5414849444731661,0.6654849184976575,18.51720330245137,7.077910726133522e-39,172.0,2.9248470180734094e-22,1.5878370835833011,0.6485214278836403,0.031944707456481564,0.5876298461060279,0.7076867624848835,20.30137320140197,7.44796011379075e-43,73.0,3.389629314269188e-23,1.740828390245241,-0.04437926006828923,0.007852846541926896,-0.060266419388724395,-0.02967045265052746,-5.651359647911781,9.071130380142976e-08,2748.0,5.220729429496304e-05,-0.4846000918741687,0.2770538078868967,0.03573724465228243,0.21143427139698134,0.34813438707558775,7.752522909434824,1.9486054398457177e-12,1191.0,1.3761948954375108e-13,0.6647733551264792,-0.37146761999674355,0.03569666782270712,-0.44146392980755844,-0.30389552021487526,-10.406226761604009,5.521609247805428e-19,834.0,9.865561503407535e-17,-0.8923265831435996
18,136,0.24389599502139364,0.02594197313807921,0.19650896632161965,0.29490805537557374,0.858805559138602,0.01939576798655149,0.8197066924483728,0.8945039368304658,0.8896209584068245,0.016999374152006027,0.8552111290276371,0.9202722463781705,0.5326384736595395,0.0337960668571482,0.46537986431044087,0.5987958138755084,0.6149095641172084,0.03254804585313528,0.551402527387889,0.6780331527421366,18.89236505601075,9.977106817376964e-40,140.0,1.46486363052663e-22,1.6200069385508087,0.6457249633854308,0.03207678325569495,0.5824493242696291,0.7058933533491356,20.130602194058472,1.7588091508313064e-42,109.0,7.461915979573214e-23,1.7261848971738563,-0.030815399268222448,0.0070923698878212725,-0.044695313216235544,-0.01688600998683091,-4.344866350123305,2.7190274142795408e-05,3211.0,0.0024565014144586526,-0.37256921583972163,0.288742478638146,0.03457718368386302,0.22424545200469478,0.3560880480234877,8.350665030388248,7.180720245129127e-14,1095.0,2.7029390623155045e-14,0.716063618855305,-0.3569824847472849,0.03626624655547957,-0.42935505969508936,-0.2864753984206675,-9.84338106788025,1.451701315411944e-17,1019.0,2.6892427895463073e-15,-0.8440629630800102
19,136,0.23268689452798477,0.025806884465468107,0.18309434057573865,0.28508825614891803,0.8598182178896998,0.019421319192811936,0.8194449508400011,0.8977889686094933,0.8905750165273325,0.01661511825427226,0.8558009373291541,0.9225985617898572,0.5221196747446758,0.033519335893489204,0.4566617517298804,0.5912240913751343,0.6271313233617151,0.033603976456763385,0.5592365898363766,0.6946681953717762,18.66241407973293,3.308612472902835e-39,203.0,5.688521188280324e-22,1.600288805008917,0.6578881219993477,0.03247228684004322,0.5934438185670275,0.7198029580055396,20.25998739294433,9.169160981332316e-43,127.0,1.104564843361728e-22,1.7372795864475095,-0.030756798637632633,0.006257060001315026,-0.0427744548602464,-0.019274097452134268,-4.915535192433598,2.525741772427233e-06,3337.0,0.005924710305641171,-0.421503665360286,0.28943278021669105,0.034645560666038064,0.22529979286071453,0.3566308022613538,8.354108712704793,7.043993904169286e-14,1130.0,4.9180106079627896e-14,0.7163589121777888,-0.36845534178265654,0.03645489295777594,-0.43922957382528366,-0.29569413496309854,-10.107157418056934,3.1452641466987602e-18,1022.0,2.8336021695335558e-15,-0.8666815985046883
20,136,0.23732501430862,0.02592464871891209,0.1884058856516331,0.2906292030402229,0.862804085394248,0.018722972943720724,0.8262443957838298,0.8985950119859545,0.9008119239079796,0.01532049891214377,0.8715033195753649,0.9296799197884263,0.5136985869430495,0.03354432287908515,0.45050263840204063,0.5793985872909522,0.6254790710856282,0.0338593858250105,0.5573317876804021,0.6899300985705482,18.472841601976523,8.933609379286186e-39,220.0,8.176741807295624e-22,1.5840330991503249,0.6634869095993596,0.03248323763826665,0.597038251067632,0.7251303246196327,20.42551659991378,3.997195069485645e-43,149.0,1.780216876322768e-22,1.7514735988450205,-0.03800783851373154,0.0069268543734134665,-0.05209324688940398,-0.025218922536526755,-5.487027222574877,1.9524169850184295e-07,2837.0,0.00011809293049602228,-0.4705087026550107,0.27637357263442947,0.034701140796931845,0.20908352203863587,0.3464677183655615,7.964394434515693,6.108242143507879e-13,1434.0,6.93672371042404e-12,0.6829411885181566,-0.3871133369649302,0.03637641644980395,-0.45700127224561643,-0.3185145467995519,-10.641876653768529,1.3971810036396017e-19,946.0,7.437819008378903e-16,-0.9125333946911995
