layer,n_pairs,mean_absent,sem_absent,ci95_low_absent,ci95_high_absent,mean_suppressed,sem_suppressed,ci95_low_suppressed,ci95_high_suppressed,mean_mentioned,sem_mentioned,ci95_low_mentioned,ci95_high_mentioned,mean_suppressed_indirect,sem_suppressed_indirect,ci95_low_suppressed_indirect,ci95_high_suppressed_indirect,mean_delta_suppressed_minus_absent,sem_delta_suppressed_minus_absent,ci95_low_delta_suppressed_minus_absent,ci95_high_delta_suppressed_minus_absent,paired_t_suppressed_vs_absent,paired_p_suppressed_vs_absent,wilcoxon_stat_suppressed_vs_absent,wilcoxon_p_suppressed_vs_absent,cohen_d_paired_suppressed_vs_absent,mean_delta_mentioned_minus_absent,sem_delta_mentioned_minus_absent,ci95_low_delta_mentioned_minus_absent,ci95_high_delta_mentioned_minus_absent,paired_t_mentioned_vs_absent,paired_p_mentioned_vs_absent,wilcoxon_stat_mentioned_vs_absent,wilcoxon_p_mentioned_vs_absent,cohen_d_paired_mentioned_vs_absent,mean_delta_suppressed_minus_mentioned,sem_delta_suppressed_minus_mentioned,ci95_low_delta_suppressed_minus_mentioned,ci95_high_delta_suppressed_minus_mentioned,paired_t_suppressed_vs_mentioned,paired_p_suppressed_vs_mentioned,wilcoxon_stat_suppressed_vs_mentioned,wilcoxon_p_suppressed_vs_mentioned,cohen_d_paired_suppressed_vs_mentioned,mean_delta_suppressed_indirect_minus_absent,sem_delta_suppressed_indirect_minus_absent,ci95_low_delta_suppressed_indirect_minus_absent,ci95_high_delta_suppressed_indirect_minus_absent,paired_t_suppressed_indirect_vs_absent,paired_p_suppressed_indirect_vs_absent,wilcoxon_stat_suppressed_indirect_vs_absent,wilcoxon_p_suppressed_indirect_vs_absent,cohen_d_paired_suppressed_indirect_vs_absent,mean_delta_suppressed_indirect_minus_mentioned,sem_delta_suppressed_indirect_minus_mentioned,ci95_low_delta_suppressed_indirect_minus_mentioned,ci95_high_delta_suppressed_indirect_minus_mentioned,paired_t_suppressed_indirect_vs_mentioned,paired_p_suppressed_indirect_vs_mentioned,wilcoxon_stat_suppressed_indirect_vs_mentioned,wilcoxon_p_suppressed_indirect_vs_mentioned,cohen_d_paired_suppressed_indirect_vs_mentioned
10,136,0.11125512880531074,0.016963132353691998,0.07893716966631056,0.1464331624048392,0.27274526123671083,0.02343431966423373,0.22769088552097053,0.3207898786381595,0.664384716791978,0.02594551770461985,0.612711725372246,0.7152019486337204,0.4119238987297677,0.029681714389654792,0.35607990366954684,0.4734537722709507,0.16149013243140006,0.021587272853343917,0.12035848753598305,0.2047039581606628,7.48080285678072,8.485944472179056e-12,1181.0,4.264962166465367e-14,0.6414735528339658,0.5531295879866672,0.02610557308206897,0.5024682826426494,0.6027125376006163,21.18818024977943,9.116666797776976e-45,0.0,4.597822277805021e-24,1.8168714672908106,-0.3916394555552671,0.020758844569796122,-0.4336375460398231,-0.35160904963983586,-18.86614904015891,1.1434464268127832e-39,6.0,5.252114985568529e-24,-1.617758933737477,0.300668769924457,0.03230124969510388,0.23712550797281673,0.3619741389696006,9.308270508494642,3.168718484385531e-16,1012.0,2.3799728022466425e-15,0.7981776111652862,-0.25246081806221027,0.03597716069047915,-0.32037277877507736,-0.1836748729701924,-7.017252423952969,9.954496617346785e-11,1690.0,1.1407700896157665e-10,-0.6017244311478873
11,136,0.12705757871308734,0.01844840052370563,0.09287459243992877,0.16376414820398583,0.2536973885335338,0.02274479152062365,0.21218514204781486,0.30036329760271513,0.6963888704251022,0.02639713902706731,0.6435964993453318,0.7454365128535954,0.3944896479388322,0.029021037184350628,0.33989511423812757,0.45174386175848236,0.12663980982044643,0.020405031353119184,0.08644033010558977,0.16715067102937245,6.206303123424891,6.223907127717822e-09,1440.0,2.7477830036829873e-12,0.532186102316451,0.5693312917120149,0.026659743459362402,0.5166933816417313,0.6207818756552272,21.3554677515877,4.017328947079966e-45,0.0,4.597822277805021e-24,1.8312162522268824,-0.44269148189156843,0.023032011040392448,-0.48710252524066633,-0.3996726664878326,-19.220704658190602,1.8222197606730108e-40,0.0,4.597822277805021e-24,-1.6481618271608582,0.2674320692257448,0.03160397753650263,0.20388718570084172,0.32970467611047777,8.461975044655704,3.8530209676037515e-14,1204.0,6.252219695179875e-14,0.7256083738348358,-0.3018992224862701,0.03786461260971122,-0.3720291224161056,-0.2243449033869512,-7.9731232324516474,5.821859769145995e-13,1481.0,5.163919456035521e-12,-0.683689676766162
12,136,0.14215858063659872,0.019371557362594063,0.1077921454870908,0.18222713023549292,0.26493452627790576,0.0220176461993802,0.2241475029431739,0.30856020782595706,0.725098998152522,0.025421957080523108,0.6749561664599385,0.7737376000117236,0.42096939429105207,0.028794546940371292,0.3656438555888658,0.4764071365660766,0.12277594564130705,0.019330614103439146,0.08413599295184745,0.16253953611974997,6.351373266484264,3.0239668838332654e-09,1671.0,8.68201057419985e-11,0.544625764457003,0.5829404175159232,0.026227040306297123,0.5316040738689797,0.6351648248442212,22.22669469021096,5.956174038553911e-47,0.0,4.597822277805021e-24,1.9059233458828468,-0.4601644718746161,0.023495444926784632,-0.5057506303946135,-0.41422939907650824,-19.58526315669094,2.8032504941630464e-41,19.0,7.00290013701338e-24,-1.6794224605081012,0.2788108136544533,0.031961290429602066,0.2178103317418118,0.33571372903890473,8.723390385897028,8.850859401567746e-15,1255.0,1.4473748381368912e-13,0.7480245544135521,-0.3041296038614699,0.038000316521362903,-0.37448698506021955,-0.23135693460709073,-8.003343964003438,4.929482736178407e-13,1493.0,6.202035167488267e-12,-0.6862810831177139
13,136,0.16235877813408686,0.020299424835171834,0.12515515265102103,0.20317140513104096,0.3132668663365964,0.024467792948670398,0.2660215366274213,0.36392440534345444,0.7618362088152464,0.02400518026008951,0.7147551415081813,0.8101268724505802,0.49273239821378423,0.028536736072121652,0.4373454286451377,0.5478694054953532,0.1509080882025095,0.02128957870698614,0.11062027129343602,0.19252678290994799,7.08835483686623,6.852233225501468e-11,1463.0,3.918360559439071e-12,0.6078214127553088,0.5994774306811594,0.02497471433990398,0.5486960235283782,0.6459085747887732,24.003374874375613,1.481131961939917e-50,0.0,4.597822277805021e-24,2.0582724148003315,-0.44856934247864994,0.0237318870224671,-0.4928319474491452,-0.3997387084168247,-18.901545505167245,9.512148626560324e-40,17.0,6.700051726396102e-24,-1.620794155571465,0.33037362007969745,0.03146375868463968,0.2715248626197865,0.3937334681689866,10.500132021447989,3.194263652819476e-19,873.0,2.0067602653906628e-16,0.9003788927439408,-0.2691038106014621,0.03663942997980844,-0.3376122535268803,-0.19235892398133697,-7.344650578618774,1.7604379758507345e-11,1642.0,5.704750768558267e-11,-0.6297985912996144
14,136,0.1636854662290195,0.021048071233813657,0.12447084063177741,0.20768615840439675,0.26717284737133135,0.02225028616114322,0.2241243466769597,0.3095944571061664,0.766755174903826,0.024098075343236953,0.7162638644170877,0.8138423668705893,0.44729812475516395,0.028818410096195138,0.3914238386746433,0.5032648397617991,0.10348738114231189,0.018864449676516612,0.0646977276450274,0.13785208693365195,5.485841512309688,1.9631528760199572e-07,1653.0,6.692915436398958e-11,0.4704070288385762,0.6030697086748065,0.02506803275930066,0.5549819587557846,0.6510093023739739,24.057320910076495,1.1580661803432688e-50,0.0,4.597822277805021e-24,2.0628982491987062,-0.4995823275324947,0.023974126573750202,-0.5470048129825879,-0.451426090053022,-20.83839534239793,5.115956955624697e-44,9.0,5.613036171131679e-24,-1.7868776589307456,0.28361265852614453,0.03098671766784339,0.22457661432815623,0.3425158559876642,9.15271703077041,7.717965203731409e-16,1043.0,4.081239976532029e-15,0.7848390104934349,-0.31945705014866205,0.038382849873574446,-0.3910251111772206,-0.24047143239945784,-8.322911175196493,8.383376596887591e-14,1454.0,3.411320454977397e-12,-0.7136837454064869
15,136,0.1678847967725965,0.02102904706087993,0.12789302297907293,0.20999361318538964,0.3015712040114846,0.02294481567686852,0.25882027184383666,0.3470361150011718,0.8236376286892999,0.021559737474460543,0.7804629531674365,0.8649813864049261,0.45160359088785607,0.03027443353318862,0.3944030437585251,0.513677142955355,0.13368640723888808,0.020932295551110796,0.09345425505505175,0.172600518873765,6.386609959355073,2.5344769816443175e-09,1542.0,1.3013034076547036e-11,0.5476472859432253,0.6557528319167034,0.024445839281015305,0.6103820559203766,0.7022954775693879,26.8247215560303,5.98997688069704e-56,0.0,4.597822277805021e-24,2.300200896850477,-0.5220664246778154,0.024561376838964092,-0.5698598866609919,-0.47695521638256644,-21.2555846563785,6.550161462279381e-45,22.0,7.48276961787577e-24,-1.822651347472866,0.28371879411525963,0.03316350504672237,0.2157989892897031,0.3496832930511867,8.55515102265405,2.2840700079546525e-14,1166.0,3.318959666236209e-14,0.7335981480328285,-0.3720340378014438,0.03887188549685349,-0.45028788675641135,-0.29849377727396137,-9.570774173832095,7.008406738779481e-17,1264.0,1.676365150134379e-13,-0.8206871147653342
16,136,0.1647679860091255,0.020719091562796058,0.12561736636419524,0.20598520895897354,0.3205092662111509,0.024849571507786914,0.2717331894572198,0.37068543229555734,0.8304247961315255,0.022077124751219472,0.7857532411621067,0.8724122165247414,0.5021217574415655,0.03074525274669977,0.43683830981207616,0.5638180695605665,0.1557412802020254,0.020847602257083424,0.11511769903012799,0.19688484997988256,7.470464866006782,8.971036602024914e-12,1282.0,2.246229805707555e-13,0.6405870774384924,0.6656568101224,0.024482115817150242,0.6178575469827938,0.7135564972819192,27.1895131570325,1.2831538477054496e-56,0.0,4.597822277805021e-24,2.331481518572351,-0.5099155299203746,0.024981234708784467,-0.557551636618662,-0.4586537164449671,-20.411942638730608,4.2782587401450695e-43,3.0,4.9141944692093846e-24,-1.7503096412761736,0.3373537714324401,0.030634298883476234,0.27734479497165543,0.40035003840675887,11.012289614188122,1.6045371204235533e-20,627.0,2.0224368329185725e-18,0.9442960440064037,-0.32830303868995997,0.03753366720314318,-0.39903431621640756,-0.2531963661415294,-8.746894805484578,7.749953117238708e-15,1374.0,9.79062412684105e-13,-0.7500400417654826
17,136,0.1577441117943683,0.020438455482642295,0.12113288779919643,0.19934583889463545,0.3807972897824521,0.025744941018691903,0.3308287320699922,0.43170336283720706,0.8498330387958808,0.020690875673302342,0.8081223460840705,0.888229044126164,0.5353131399300414,0.029711409089277902,0.4764967959381469,0.5955416554161498,0.22305317798808372,0.02160510221365317,0.18068777881256365,0.26596506529537495,10.324097325821816,8.90823592167304e-19,764.0,2.7096740661963218e-17,0.8852840421260003,0.6920889270015124,0.02426408021146375,0.6445219515815199,0.7382153773611586,28.52318822596579,5.176752903817991e-59,0.0,4.597822277805021e-24,2.4458432122533,-0.46903574901342865,0.024333200489185244,-0.5159247849270331,-0.42186465650174715,-19.275546972207334,1.3735380605237728e-40,0.0,4.597822277805021e-24,-1.652864516790764,0.37756902813567306,0.02923634450560269,0.31932165525133926,0.43677151449455437,12.914371975036682,2.4018069502864443e-25,387.0,1.7373935787655094e-20,1.1073982608614292,-0.3145198988658393,0.0353443453264354,-0.3844137890853913,-0.24604838962114514,-8.89873319086767,3.2788553967371437e-15,1294.0,2.727817013941702e-13,-0.7630600758972442
18,136,0.13623069004381605,0.01893969637844496,0.09935953171599256,0.17481962054579223,0.41096196844449,0.026100945765312404,0.3613867044223087,0.46172940116395456,0.8415584437886688,0.021062541247121702,0.7985772734720792,0.8794967570087547,0.5637875125709102,0.028801902967423566,0.5076906577842741,0.6191712180117833,0.2747312784006739,0.02127944856447587,0.2336038088821077,0.31415974496582977,12.910638993686756,2.454477166338104e-25,320.0,4.388410337045911e-21,1.1070781603514914,0.7053277537448528,0.023674838328651228,0.659035467492508,0.7514416379230601,29.792294416273453,3.2297717585810966e-61,0.0,4.597822277805021e-24,2.5546681702699816,-0.43059647534417883,0.02382017884637354,-0.47661568911722085,-0.38550273914982147,-18.076962315072382,7.213335764408264e-38,22.0,7.48276961787577e-24,-1.5500867303546824,0.42755682252709404,0.026513858342674307,0.3760791717526456,0.4795703899046888,16.12578663584912,2.8139838892942024e-33,97.0,3.870223643265893e-23,1.3827747961790506,-0.27777093121775875,0.03446653038017422,-0.3471322504502407,-0.211812923731423,-8.059149794130068,3.623517566616367e-13,1420.0,2.014180290862245e-12,-0.6910663935724238
19,136,0.14092651288583624,0.019759422004674603,0.10341238745410078,0.18163378036434824,0.41478656156385696,0.026225369717339443,0.3643170109164782,0.46724063967532065,0.8412629774344704,0.021062912826679082,0.7980384693031822,0.8815897452887428,0.5467907605562992,0.028468258223520032,0.4919440639706244,0.605815135988903,0.27386004867802066,0.02153607347204609,0.23144124886735828,0.3163951014147596,12.716340749556418,7.598548132149578e-25,300.0,2.8983983064541025e-21,1.090417223369478,0.7003364645486341,0.024185269200732724,0.6528238579263848,0.7442163630150339,28.9571498558063,8.95840184630501e-60,0.0,4.597822277805021e-24,2.483055115015192,-0.42647641587061347,0.02339748202717002,-0.47335087442833357,-0.3811754382215847,-18.2274492347242,3.253257464103928e-38,20.0,7.159369495618206e-24,-1.562990877256053,0.4058642476704629,0.026235524313838476,0.3524536144242528,0.457741046301834,15.470026168159382,1.0834796317287986e-31,135.0,8.809946867978192e-23,1.3265437999784606,-0.29447221687817127,0.034119114660801385,-0.36006861130206386,-0.22786224049117174,-8.630710960870365,1.4929889502569633e-14,1237.0,1.0777451886748639e-13,-0.7400773592816052
20,136,0.14152169040428314,0.019597242375497908,0.10368788943213801,0.18423793386847542,0.4591771458639493,0.026999946532599982,0.4050381367390807,0.5140038678138202,0.8491653024661587,0.02072218394590799,0.8078772182858461,0.8874697797139943,0.5765753112301861,0.028371306972106818,0.5242031669837425,0.6329707504919353,0.31765545545966617,0.022855205354185584,0.2725951822498357,0.36165400856306906,13.898604302038896,8.120962684765323e-28,207.0,4.1096877769843607e-22,1.1917954866276286,0.7076436120618756,0.023985856785586405,0.6614411713343551,0.7550259183235902,29.502536364976272,1.0149711360992354e-60,0.0,4.597822277805021e-24,2.5298216223544223,-0.3899881566022094,0.023995985936586684,-0.4383718109527429,-0.34629050568625575,-16.252224752623913,1.3994787911440339e-33,59.0,1.688761462177044e-23,-1.393616775246531,0.43505362082590304,0.025337990461088936,0.3853234270657772,0.4806691482565391,17.170012811158266,9.285513658605493e-36,53.0,1.480579734952419e-23,1.4723164519961969,-0.27258999123597266,0.0338653515382726,-0.33703303376017985,-0.2113312070849256,-8.04922963601626,3.8274894120614033e-13,1283.0,2.282944500303757e-13,-0.6902157470319699
