concept,context,layer,absent,mentioned,suppressed,suppressed_indirect,delta_suppressed_minus_absent,delta_mentioned_minus_absent,delta_suppressed_indirect_minus_absent,suppressed_fraction_of_mentioned
alcohol,Describe a bar menu.,26,0.9227507978913327,0.9999021726771837,0.4378570919585089,0.7581858164959315,-0.4848937059328238,0.07715137478585099,-0.1645649813954012,-6.28496520352026
alcohol,Describe a bar menu.,27,0.8927225762801466,0.9998566171600297,0.4038803373623521,0.6931376562008901,-0.4888422389177945,0.1071340408798831,-0.19958492007925654,-4.562903022260462
alcohol,Describe a bar menu.,28,0.8981482205149497,0.9997341703656585,0.3536501561916712,0.6221042484633937,-0.5444980643232784,0.10158594985070879,-0.27604397205155595,-5.35997414134017
alcohol,Describe a bar menu.,29,0.9137008210050608,0.9997328920907531,0.3333329068243746,0.6228812840492072,-0.5803679141806861,0.08603207108569233,-0.2908195369558536,-6.745948421985681
alcohol,Describe a bar menu.,30,0.8546854495950224,0.9996027066427916,0.3039405149151572,0.5809450765060423,-0.5507449346798652,0.14491725704776925,-0.27374037308898,-3.8004095985498982
alcohol,Describe a bar menu.,31,0.8165587574006606,0.9990734526876572,0.23278021462860185,0.4857028862359262,-0.5837785427720588,0.1825146952869966,-0.3308558711647344,-3.1985289834009905
alcohol,Describe a bar menu.,32,0.8148062552317731,0.999799817524958,0.5048544417000018,0.6403179991989036,-0.30995181353177126,0.18499356229318487,-0.17448825603286944,-1.6754735121028037
alcohol,Describe a catered office event.,0,0.06759772811787186,0.26421244031182084,0.17850947316073965,0.10089505249931875,0.11091174504286778,0.196614712193949,0.03329732438144689,0.564107048782086
alcohol,Describe a catered office event.,1,0.009736369423752842,0.06542115813235373,0.058121412816389384,0.016526113810137164,0.048385043392636544,0.05568478870860089,0.0067897443863843224,0.8689095265465764
alcohol,Describe a catered office event.,2,0.030132390095956463,0.12453857617451759,0.16010719639830603,0.1385882104494511,0.12997480630234956,0.09440618607856113,0.10845582035349464,1.3767615418145334
alcohol,Describe a catered office event.,3,0.014948255682587383,0.19630046298446124,0.23371550158985732,0.08363411552978367,0.21876724590726992,0.18135220730187385,0.06868585984719629,1.2063114596841715
alcohol,Describe a catered office event.,4,0.011359208040276144,0.1585389079777822,0.16417593496738164,0.12369390751316078,0.1528167269271055,0.14717969993750604,0.11233469947288464,1.038300302229132
alcohol,Describe a catered office event.,5,0.002258266507367057,0.1338793148627613,0.033848556158327055,0.01709606539515214,0.031590289650959995,0.13162104835539426,0.014837798887785084,0.24000940613739855
alcohol,Describe a catered office event.,6,0.000713952888431936,0.06519201260457634,0.00923610672532339,0.009174493747221475,0.008522153836891455,0.0644780597161444,0.008460540858789539,0.13217137541683233
alcohol,Describe a catered office event.,7,0.0007110712923262042,0.28670096073228696,0.011878933054723382,0.026415469475677508,0.011167861762397178,0.28598988943996073,0.025704398183351303,0.039049848175635254
alcohol,Describe a catered office event.,8,0.0012517917934761074,0.5801948033817594,0.023403473796989784,0.1124466386822824,0.022151682003513678,0.5789430115882833,0.11119484688880629,0.03826228412835027
alcohol,Describe a catered office event.,9,0.0022400645684314147,0.7038205600115844,0.0183130739366015,0.09522898672792873,0.016073009368170084,0.701580495443153,0.09298892215949732,0.022909715239471665
alcohol,Describe a catered office event.,10,0.0020804527080279128,0.5471515855787813,0.008578445407683108,0.048927788380909665,0.006497992699655196,0.5450711328707534,0.046847335672881754,0.011921366419520133
alcohol,Describe a catered office event.,11,0.0021617413121836695,0.7089547871673848,0.009792735768060284,0.12657225111757442,0.0076309944558766146,0.7067930458552011,0.12441050980539076,0.010796646204467549
alcohol,Describe a catered office event.,12,0.0020738016792284457,0.7311011715969896,0.02431861432310657,0.251361470185744,0.022244812643878127,0.7290273699177612,0.24928766850651557,0.030513000693495884
alcohol,Describe a catered office event.,13,0.001737332554453074,0.8064497785141126,0.006790599416673601,0.0759211908465423,0.005053266862220527,0.8047124459596595,0.07418385829208922,0.0062795932728420215
alcohol,Describe a catered office event.,14,0.0018790549770003094,0.9382652369822165,0.0032908006364316656,0.06402808207764928,0.0014117456594313561,0.9363861820052162,0.062149027100648964,0.0015076532381203933
alcohol,Describe a catered office event.,15,0.0041648506829432795,0.935194028734906,0.004345223123846634,0.07255481316810751,0.00018037244090335445,0.9310291780519627,0.06838996248516423,0.00019373446628252449
alcohol,Describe a catered office event.,16,0.002724953278032487,0.8623233414700002,0.0024098143736587217,0.04425071133660332,-0.0003151389043737651,0.8595983881919678,0.04152575805857083,-0.0003666117906952001
alcohol,Describe a catered office event.,17,0.0018525429269587881,0.8225035162183016,0.002459718590795293,0.06899896436260124,0.0006071756638365048,0.8206509732913428,0.06714642143564245,0.0007398707655232973
alcohol,Describe a catered office event.,18,0.00317719736986459,0.777314310282268,0.005404766413065879,0.09145107216520176,0.0022275690432012893,0.7741371129124035,0.08827387479533717,0.002877486437539324
alcohol,Describe a catered office event.,19,0.0042891099794369995,0.6789493433060776,0.008821777274440987,0.06616433417650158,0.004532667295003987,0.6746602333266406,0.06187522419706458,0.006718444442255233
alcohol,Describe a catered office event.,20,0.0038060571123956877,0.6789961651400351,0.013650856099778326,0.09817972990896907,0.009844798987382638,0.6751901080276395,0.09437367279657338,0.014580780835402336
alcohol,Describe a catered office event.,21,0.002538748989015232,0.6264156993924863,0.014989597255472878,0.0814892325940172,0.012450848266457645,0.6238769504034711,0.07895048360500197,0.0199572179392194
alcohol,Describe a catered office event.,22,0.00274307823133468,0.4526041119407176,0.005473575909854054,0.012711795886950367,0.0027304976785193736,0.4498610337093829,0.009968717655615687,0.00606964701077737
alcohol,Describe a catered office event.,23,0.00577950226062146,0.6011786707087613,0.009501239799197486,0.01976047956469656,0.003721737538576026,0.5953991684481399,0.0139809773040751,0.006250827572158751
alcohol,Describe a catered office event.,24,0.002742220018496486,0.5081503756882233,0.0044493093783867,0.010469281237795764,0.0017070893598902137,0.5054081556697269,0.007727061219299279,0.003377645059225675
alcohol,Describe a catered office event.,25,0.0025952859774023935,0.4094611315659718,0.0026215699585615156,0.0060874275769229255,2.628398115912204e-05,0.4068658455885694,0.003492141599520532,6.460109995494905e-05
alcohol,Describe a catered office event.,26,0.004258449751612419,0.4723776312634005,0.003539346748340511,0.006031825079764121,-0.0007191030032719079,0.46811918151178805,0.0017733753281517018,-0.0015361536798162577
alcohol,Describe a catered office event.,27,0.004895192539369664,0.44986006942556483,0.003581604827050972,0.005625770617041739,-0.001313587712318692,0.4449648768861952,0.0007305780776720753,-0.002952115505185496
alcohol,Describe a catered office event.,28,0.004422162965206977,0.37776204217740644,0.002099321409325922,0.003785342751167749,-0.002322841555881055,0.37333987921219947,-0.0006368202140392284,-0.006221787934314928
alcohol,Describe a catered office event.,29,0.0034101880653419794,0.3149097544793793,0.0012970578230479814,0.003453291991145604,-0.0021131302422939978,0.3114995664140373,4.3103925803624366e-05,-0.006783734136840752
alcohol,Describe a catered office event.,30,0.002424133184740792,0.2882774845410651,0.0011481205255802413,0.002466507665042518,-0.0012760126591605506,0.28585335135632434,4.237448030172631e-05,-0.004463871607962939
alcohol,Describe a catered office event.,31,0.0022387936834754357,0.17833263033856547,0.0008552697681431225,0.001745365124849926,-0.0013835239153323132,0.17609383665509004,-0.0004934285586255097,-0.007856742414228738
alcohol,Describe a catered office event.,32,0.0015045330434793553,0.15314295757310606,0.0009498531637952261,0.0013594374664217136,-0.0005546798796841291,0.1516384245296267,-0.00014509557705764172,-0.0036579111224922896
alcohol,Describe a dinner table.,0,0.3948938822282832,0.6639712941324477,0.5863762936384423,0.228827496110556,0.19148241141015915,0.2690774119041645,-0.1660663861177272,0.7116257364566824
alcohol,Describe a dinner table.,1,0.24772575361360696,0.28790127226322104,0.27115415911683577,0.04068781378844167,0.023428405503228805,0.04017551864961408,-0.2070379398251653,0.5831512894097723
alcohol,Describe a dinner table.,2,0.3882779394361297,0.32015213505448353,0.3977684910168344,0.21620008547230288,0.00949055158070472,-0.06812580438164617,-0.17207785396382683,-0.13930920400642752
alcohol,Describe a dinner table.,3,0.2039896836296814,0.5310618736102162,0.5343786090171151,0.16780718822481067,0.3303889253874337,0.3270721899805348,-0.03618249540487073,1.0101406830311568
alcohol,Describe a dinner table.,4,0.025024469886887207,0.2743723140183117,0.30183273196018595,0.18260657786605394,0.2768082620732987,0.2493478441314245,0.15758210797916675,1.1101289567492734
alcohol,Describe a dinner table.,5,0.008209222585409258,0.32974603319123397,0.14011489959934323,0.04976575794023602,0.13190567701393396,0.32153681060582473,0.041556535354826764,0.41023507313331686
alcohol,Describe a dinner table.,6,0.003641467058282905,0.2211535022644019,0.05102883488688715,0.03895741012148952,0.04738736782860424,0.21751203520611898,0.03531594306320661,0.21786090035753183
alcohol,Describe a dinner table.,7,0.001656846723086298,0.31707432111625045,0.02943814873093466,0.07376327590414417,0.02778130200784836,0.31541747439316414,0.07210642918105786,0.08807787856806976
alcohol,Describe a dinner table.,8,0.002060593215102704,0.5271414722172917,0.036976780713042716,0.17535084996543235,0.03491618749794001,0.525080879002189,0.17329025675032964,0.06649677962810459
alcohol,Describe a dinner table.,9,0.0025186627015080453,0.485744049932144,0.024598220088002606,0.13134310190298817,0.02207955738649456,0.48322538723063596,0.12882443920148012,0.04569204758266629
alcohol,Describe a dinner table.,10,0.0054001877543566985,0.43761412595863464,0.019513109203658712,0.10639657516284011,0.014112921449302013,0.43221393820427795,0.1009963874084834,0.03265262917696976
alcohol,Describe a dinner table.,11,0.004968451519959876,0.6836883641705528,0.039752279711483735,0.2254214911365834,0.034783828191523855,0.678719912650593,0.22045303961662355,0.05124916411496339
alcohol,Describe a dinner table.,12,0.016162057526453995,0.7738930910686305,0.14754551099435495,0.3218673742584641,0.13138345346790095,0.7577310335421765,0.3057053167320101,0.173390619694855
alcohol,Describe a dinner table.,13,0.01633459704657615,0.8256077180664804,0.07548880002368721,0.25190177667997443,0.05915420297711106,0.8092731210199042,0.2355671796333983,0.07309547474227326
alcohol,Describe a dinner table.,14,0.008492357056615503,0.9261902575151394,0.04117513651983481,0.20992276196984042,0.032682779463219305,0.9176979004585238,0.20143040491322492,0.03561387625153059
alcohol,Describe a dinner table.,15,0.0317987875155222,0.9410477392530555,0.06833226491909887,0.22638362007921123,0.03653347740357667,0.9092489517375333,0.19458483256368903,0.04017984000285385
alcohol,Describe a dinner table.,16,0.0059991750538544684,0.7342885846025249,0.02038391804109427,0.12420848541734969,0.014384742987239803,0.7282894095486704,0.11820931036349522,0.019751410357805695
alcohol,Describe a dinner table.,17,0.005486111043701173,0.7835842133146542,0.03728405575521591,0.2314421969904841,0.03179794471151473,0.778098102270953,0.22595608594678293,0.04086624118309686
alcohol,Describe a dinner table.,18,0.008819990817813572,0.8513852573127972,0.087138804373304,0.2611714883118193,0.07831881355549043,0.8425652664949836,0.2523514974940057,0.09295281525345991
alcohol,Describe a dinner table.,19,0.016838319526429335,0.8246967684414982,0.15655977886645553,0.26361653601974333,0.1397214593400262,0.8078584489150689,0.246778216493314,0.17295289728994998
alcohol,Describe a dinner table.,20,0.011995801809064824,0.8903649168020928,0.17666178522699352,0.3030367235629242,0.1646659834179287,0.878369114993028,0.29104092175385937,0.18746786585185857
alcohol,Describe a dinner table.,21,0.012212223480623924,0.9283854366910135,0.18399769197118568,0.26802243121754216,0.17178546849056175,0.9161732132103896,0.2558102077369182,0.1875032646813622
alcohol,Describe a dinner table.,22,0.01910763931966991,0.9413868986079651,0.1525167176292207,0.21461196317707906,0.1334090783095508,0.9222792592882951,0.19550432385740915,0.14465150003752655
alcohol,Describe a dinner table.,23,0.010240267547808364,0.9695291972716639,0.07785005939466373,0.1248779530354978,0.06760979184685537,0.9592889297238555,0.11463768548768943,0.07047907022790076
alcohol,Describe a dinner table.,24,0.008771977258324896,0.9703256856049901,0.05912855024216863,0.10178833827710654,0.05035657298384373,0.9615537083466652,0.09301636101878163,0.052370005488750995
alcohol,Describe a dinner table.,25,0.006422762477378791,0.9442156587377575,0.027752960550713555,0.05444657400678338,0.021330198073334763,0.9377928962603787,0.04802381152940459,0.02274510519155439
alcohol,Describe a dinner table.,26,0.009748127029536117,0.9651429948787212,0.030979168086256087,0.05001193250479213,0.021231041056719968,0.9553948678491851,0.04026380547525601,0.02222226826957523
alcohol,Describe a dinner table.,27,0.0099631670114085,0.9668083587937781,0.03216377885827717,0.047497590291442154,0.022200611846868668,0.9568451917823696,0.03753442328003365,0.02320188473280023
alcohol,Describe a dinner table.,28,0.009006533176776408,0.9456539990705405,0.023286169481366817,0.036281943023761545,0.014279636304590409,0.9366474658937641,0.027275409846985135,0.015245475832216712
alcohol,Describe a dinner table.,29,0.009115078073069476,0.9087540885379258,0.019050347910946192,0.03994188264743304,0.009935269837876716,0.8996390104648564,0.030826804574363566,0.011043618298347267
alcohol,Describe a dinner table.,30,0.005338566899205796,0.8364870787334867,0.015459651734192515,0.023605694945251204,0.01012108483498672,0.831148511834281,0.018267128046045408,0.012177227885122795
alcohol,Describe a dinner table.,31,0.007512408232511807,0.7570023474168766,0.010404440798920474,0.011906433303095,0.0028920325664086675,0.7494899391843648,0.004394025070583193,0.0038586676287555408
alcohol,Describe a dinner table.,32,0.007938889808221933,0.79106022167872,0.01365120965401251,0.01318015300328812,0.005712319845790577,0.7831213318704981,0.005241263195066187,0.007294297337229478
alcohol,Describe a hotel lounge.,0,0.43318867949776346,0.5444214708023315,0.49435913274198623,0.30390738660265404,0.06117045324422277,0.11123279130456803,-0.12928129289510942,0.5499318368872997
alcohol,Describe a hotel lounge.,1,0.17875965760538437,0.33271687333038785,0.3255794163229055,0.09344418764407629,0.14681975871752112,0.15395721572500348,-0.08531546996130808,0.9536399968402183
alcohol,Describe a hotel lounge.,2,0.29369628952396837,0.35521779626722444,0.4005591164833045,0.3168830664989168,0.10686282695933613,0.06152150674325607,0.02318677697494842,1.7369995082418934
alcohol,Describe a hotel lounge.,3,0.12293041928671988,0.4791862786422659,0.4996233015587734,0.25843999597308603,0.3766928822720535,0.356255859355546,0.13550957668636615,1.0573661383520185
alcohol,Describe a hotel lounge.,4,0.09529745694265612,0.3874210330772638,0.4186630612149264,0.35022541506980237,0.3233656042722703,0.29212357613460765,0.25492795812714625,1.1069479860237867
alcohol,Describe a hotel lounge.,5,0.07535997540493647,0.4983150521662603,0.3126678387346507,0.16756696641037142,0.23730786332971424,0.4229550767613238,0.09220699100543495,0.5610710838296157
alcohol,Describe a hotel lounge.,6,0.05080067318350393,0.4412277354469388,0.25431224652530304,0.20882687674539738,0.20351157334179912,0.3904270622634348,0.15802620356189345,0.5212537577748203
alcohol,Describe a hotel lounge.,7,0.0156711252331086,0.5336937780729587,0.18339878960448874,0.24292844512879028,0.16772766437138015,0.51802265283985,0.22725731989568168,0.3237844203373751
alcohol,Describe a hotel lounge.,8,0.03707223543376926,0.7292196306970106,0.2269253947896338,0.3236435916084038,0.18985315935586455,0.6921473952632413,0.28657135617463453,0.27429585180141947
alcohol,Describe a hotel lounge.,9,0.06628675902739997,0.7583069411682054,0.1827599166007614,0.3152257144627795,0.11647315757336144,0.6920201821408054,0.24893895543537956,0.16830890280258132
alcohol,Describe a hotel lounge.,10,0.08389611755273835,0.6743225438605224,0.12508257497931172,0.2716145598922591,0.04118645742657337,0.5904264263077841,0.18771844233952073,0.06975713753893399
alcohol,Describe a hotel lounge.,11,0.04551294762855587,0.8518934620339674,0.08737384449902562,0.30744451234042663,0.041860896870469747,0.8063805144054116,0.26193156471187073,0.05191208880008227
alcohol,Describe a hotel lounge.,12,0.09046820478319025,0.8893263387835226,0.2362599588445398,0.3455163152532448,0.14579175406134953,0.7988581340003323,0.25504811047005455,0.18250018101623144
alcohol,Describe a hotel lounge.,13,0.12650084658736213,0.9517849210104466,0.11140193867332183,0.3033710895008112,-0.015098907914040297,0.8252840744230845,0.17687024291344908,-0.018295406856839204
alcohol,Describe a hotel lounge.,14,0.1014040435329789,0.9937520687509428,0.06856814675478783,0.27616599742525516,-0.03283589677819107,0.8923480252179639,0.17476195389227628,-0.03679718657994521
alcohol,Describe a hotel lounge.,15,0.32267415618125506,0.9944565560419094,0.14390725671142549,0.30640043608234035,-0.17876689946982957,0.6717823998606544,-0.0162737200989147,-0.266108340300238
alcohol,Describe a hotel lounge.,16,0.2542081140547778,0.9869974285388642,0.18150343250823278,0.32762378970608164,-0.072704681546545,0.7327893144840865,0.07341567565130386,-0.0992163506064933
alcohol,Describe a hotel lounge.,17,0.127103491547384,0.9756432794008818,0.17293782737454555,0.3395670056850346,0.04583433582716154,0.8485397878534978,0.2124635141376506,0.054015541148761
alcohol,Describe a hotel lounge.,18,0.10728633409982065,0.9547608916380123,0.21051677311551542,0.3425104611554093,0.10323043901569477,0.8474745575381916,0.23522412705558865,0.12180948454141961
alcohol,Describe a hotel lounge.,19,0.2232935021667909,0.9765693377060719,0.2995611289376219,0.3422189616626172,0.07626762677083099,0.753275835539281,0.11892545949582634,0.10124794022661021
alcohol,Describe a hotel lounge.,20,0.17098556508526438,0.9806067970155672,0.28738733663829397,0.37535665173765637,0.11640177155302958,0.8096212319303028,0.20437108665239198,0.14377312126005382
alcohol,Describe a hotel lounge.,21,0.16425613755891616,0.9855046939593454,0.30020648207026995,0.38031482451865367,0.1359503445113538,0.8212485564004293,0.2160586869597375,0.16554104534104813
alcohol,Describe a hotel lounge.,22,0.17597222683234223,0.9829420715047066,0.26587417114699546,0.35541541077532407,0.08990194431465323,0.8069698446723643,0.17944318394298184,0.11140682010385912
alcohol,Describe a hotel lounge.,23,0.08442796295772265,0.9787771159023498,0.17033637432962234,0.33001238673642325,0.0859084113718997,0.8943491529446272,0.2455844237787006,0.09605690472121309
alcohol,Describe a hotel lounge.,24,0.07138184528102227,0.950113999585717,0.1480302075013353,0.3236496674140175,0.07664836222031303,0.8787321543046946,0.25226782213299526,0.08722608117255228
alcohol,Describe a hotel lounge.,25,0.051479020965335485,0.9303427419760206,0.08227364164509134,0.28603551660272686,0.03079462067975585,0.8788637210106851,0.23455649563739137,0.035039130576857036
alcohol,Describe a hotel lounge.,26,0.06661823405997098,0.957096574541132,0.0772805429759368,0.2831026499777787,0.010662308915965812,0.8904783404811609,0.2164844159178077,0.011973686985137158
alcohol,Describe a hotel lounge.,27,0.07012717860196098,0.9511169589718431,0.08270339409297878,0.2809525170644383,0.012576215491017798,0.8809897803698822,0.2108253384624773,0.014275098044539964
alcohol,Describe a hotel lounge.,28,0.07760935408537038,0.9433556991375598,0.07886834008099863,0.27100776799414933,0.0012589859956282506,0.8657463450521894,0.19339841390877893,0.0014542203993392034
alcohol,Describe a hotel lounge.,29,0.08740293767973932,0.9437833338829583,0.08219235567255874,0.29308814848295,-0.005210582007180581,0.856380396203219,0.20568521080321067,-0.006084424667217756
alcohol,Describe a hotel lounge.,30,0.046659147044151444,0.9060906906275207,0.07456666029958743,0.26748570379236286,0.027907513255435987,0.8594315435833693,0.22082655674821142,0.032472060705471206
alcohol,Describe a hotel lounge.,31,0.04515064655087181,0.8517179199694359,0.04504486677338762,0.20958865212502756,-0.00010577977748418843,0.806567273418564,0.16443800557415575,-0.0001311481149437792
alcohol,Describe a hotel lounge.,32,0.0771590506397531,0.9059324393424335,0.17358659210321944,0.3221346600226344,0.09642754146346634,0.8287733887026804,0.24497560938288132,0.1163497076256383
alcohol,Describe a party.,0,0.12272771142984673,0.4410991228640306,0.3268137653421821,0.08042769568607938,0.20408605391233536,0.31837141143418385,-0.04230001574376735,0.6410313444695884
alcohol,Describe a party.,1,0.10134487280650094,0.12458034234006271,0.10378960309574352,0.015223317993302135,0.0024447302892425804,0.023235469533561773,-0.0861215548131988,0.1052154459676988
alcohol,Describe a party.,2,0.28856715827657503,0.18496702194728062,0.24731576395733082,0.13318842973443454,-0.04125139431924421,-0.1036001363292944,-0.1553787285421405,0.39817895787439994
alcohol,Describe a party.,3,0.12140588568797199,0.4612622740172567,0.47142066893460705,0.1463307606903286,0.35001478324663504,0.3398563883292847,0.024924875002356614,1.0298902573739703
alcohol,Describe a party.,4,0.05724713504521803,0.321813052661367,0.37628314616338265,0.2779408326716808,0.3190360111181646,0.264565917616149,0.22069369762646276,1.2058847715261822
alcohol,Describe a party.,5,0.03339195230192899,0.5755011636826682,0.23388283080475936,0.11112584363983986,0.20049087850283037,0.5421092113807392,0.07773389133791087,0.3698348493141906
alcohol,Describe a party.,6,0.013644694538135209,0.45179794721595035,0.08997364627684486,0.1283661132700624,0.07632895173870965,0.43815325267781513,0.11472141873192718,0.17420605980263307
alcohol,Describe a party.,7,0.004096233106700785,0.47081031833178405,0.034374494428170595,0.15659283827620904,0.03027826132146981,0.4667140852250833,0.15249660516950825,0.06487539647934011
alcohol,Describe a party.,8,0.007057682428320926,0.8181170901813465,0.06751494565289129,0.3143562368392456,0.060457263224570366,0.8110594077530255,0.30729855441092463,0.07454110345882346
alcohol,Describe a party.,9,0.00968820619438754,0.9006083079692981,0.04441230776495222,0.28923926019767937,0.03472410157056468,0.8909201017749105,0.27955105400329183,0.038975550671027134
alcohol,Describe a party.,10,0.009675463896320662,0.8763279891337842,0.023373303879489934,0.18563420994455912,0.013697839983169272,0.8666525252374635,0.17595874604823847,0.015805457878768716
alcohol,Describe a party.,11,0.016236138204019344,0.9820596125519221,0.04103111193673075,0.30389303041467713,0.024794973732711407,0.9658234743479027,0.28765689221065777,0.025672366008138586
alcohol,Describe a party.,12,0.051449973529464094,0.9942420316593346,0.20591365217794466,0.37757634693209186,0.15446367864848057,0.9427920581298704,0.32612637340262773,0.16383642322451877
alcohol,Describe a party.,13,0.06673704850985336,0.9978736777923967,0.05817892938819672,0.28867066078012676,-0.008558119121656639,0.9311366292825433,0.22193361227027342,-0.009191045494849469
alcohol,Describe a party.,14,0.07314192409692634,0.9994984425050139,0.038276493595387956,0.25675426540643437,-0.03486543050153838,0.9263565184080875,0.18361234130950804,-0.03763716216025926
alcohol,Describe a party.,15,0.33039509835360076,0.9998289283475513,0.07232861833828286,0.3016944097909077,-0.2580664800153179,0.6694338299939506,-0.028700688562693033,-0.3854996094500482
alcohol,Describe a party.,16,0.2051980849382539,0.9988116983039076,0.04658988507443976,0.271128355554137,-0.15860819986381414,0.7936136133656537,0.06593027061588311,-0.19985569449995833
alcohol,Describe a party.,17,0.08642914728778266,0.9987687735769867,0.03468352614495052,0.2888838541131276,-0.051745621142832134,0.9123396262892041,0.20245470682534494,-0.056717498233962715
alcohol,Describe a party.,18,0.11774001338576166,0.997565444481594,0.06400778888534653,0.33084075467284,-0.053732224500415135,0.8798254310958323,0.21310074128707834,-0.06107146099822445
alcohol,Describe a party.,19,0.10136516066403502,0.9961210991978194,0.09891359088875928,0.27962659112128124,-0.002451569775275733,0.8947559385337844,0.17826143045724624,-0.0027399312703004384
alcohol,Describe a party.,20,0.09673423514871726,0.9972594411412491,0.1369988502953333,0.39519232170115215,0.04026461514661603,0.9005252059925318,0.2984580865524349,0.04471236882507645
