layer,n_pairs,mean_absent,sem_absent,ci95_low_absent,ci95_high_absent,mean_mentioned,sem_mentioned,ci95_low_mentioned,ci95_high_mentioned,mean_suppressed_indirect,sem_suppressed_indirect,ci95_low_suppressed_indirect,ci95_high_suppressed_indirect,mean_delta_mentioned_minus_absent,sem_delta_mentioned_minus_absent,ci95_low_delta_mentioned_minus_absent,ci95_high_delta_mentioned_minus_absent,paired_t_mentioned_vs_absent,paired_p_mentioned_vs_absent,wilcoxon_stat_mentioned_vs_absent,wilcoxon_p_mentioned_vs_absent,cohen_d_paired_mentioned_vs_absent,mean_delta_suppressed_indirect_minus_absent,sem_delta_suppressed_indirect_minus_absent,ci95_low_delta_suppressed_indirect_minus_absent,ci95_high_delta_suppressed_indirect_minus_absent,paired_t_suppressed_indirect_vs_absent,paired_p_suppressed_indirect_vs_absent,wilcoxon_stat_suppressed_indirect_vs_absent,wilcoxon_p_suppressed_indirect_vs_absent,cohen_d_paired_suppressed_indirect_vs_absent,mean_delta_suppressed_indirect_minus_mentioned,sem_delta_suppressed_indirect_minus_mentioned,ci95_low_delta_suppressed_indirect_minus_mentioned,ci95_high_delta_suppressed_indirect_minus_mentioned,paired_t_suppressed_indirect_vs_mentioned,paired_p_suppressed_indirect_vs_mentioned,wilcoxon_stat_suppressed_indirect_vs_mentioned,wilcoxon_p_suppressed_indirect_vs_mentioned,cohen_d_paired_suppressed_indirect_vs_mentioned
10,136,0.11044326736558621,0.017079428009867566,0.07805525212523247,0.14524866267035252,0.6560137434247805,0.025120275732343798,0.6065591857648267,0.7055491692449629,0.40568688824665133,0.029439827777944214,0.3522121516379842,0.4663933678270705,0.5455704760591944,0.025224013711055013,0.49777660676787044,0.5933286981106972,21.629011239400235,1.059893636686308e-45,0.0,4.597822277805021e-24,1.8546724127942804,0.29524362088106515,0.03215826737727865,0.23232709245363434,0.3589237276906708,9.180955473044822,6.567764812251734e-16,1067.0,6.1771967986474515e-15,0.7872604369417798,-0.25032685517812914,0.034664809724212035,-0.3165790781300147,-0.18398476380727768,-7.221353792785583,3.3933096310391973e-11,1668.0,8.314407271323653e-11,-0.6192259791381087
11,136,0.12370548347122833,0.01822316912648333,0.09004765354245275,0.1587876682694801,0.6885383679949929,0.025879117813487076,0.6374165264177047,0.7361910124713322,0.40112648234835224,0.028504060712549985,0.3471589412120798,0.4572172954420707,0.5648328845237645,0.02592824895686205,0.5138531511398667,0.6165953171736567,21.7844593155327,4.9914198730385694e-46,0.0,4.597822277805021e-24,1.868001975354202,0.2774209988771239,0.03130496231046206,0.21550978417686126,0.3396563721391963,8.861885733189666,4.041325557589735e-15,1134.0,1.9370333576316992e-14,0.7599004324683061,-0.28741188564664055,0.036038283361162354,-0.3541241175613271,-0.21367315053037453,-7.975182468218724,5.75626516912248e-13,1428.0,2.2811221801718865e-12,-0.6838662547764263
12,136,0.15186477209917293,0.019708855104751833,0.11572109846548094,0.19200181413718184,0.7132847584767302,0.025125943405381,0.6633369628463938,0.7614387031620173,0.44097384917661364,0.02896719769349156,0.38511957977684946,0.49794808460121864,0.5614199863775573,0.025696226042450834,0.5106292728983816,0.6118496864292267,21.84834401168782,3.666062919119289e-46,0.0,4.597822277805021e-24,1.8734800428556333,0.2891090770774407,0.03287649345423997,0.2275096515285213,0.348043056503592,8.79379297186438,5.9440369669831395e-15,1270.0,1.8484300276145005e-13,0.7540615263554395,-0.27231090930011653,0.03717806767539729,-0.3400711584853539,-0.2019927784871255,-7.324504104884375,1.9602954262778363e-11,1581.0,2.3285851837871793e-11,-0.6280710454290842
13,136,0.17147556719068713,0.020421838464963694,0.13366738883610313,0.2119218919858757,0.7462774725924062,0.024543976089172605,0.6980180211840145,0.7941224688607723,0.4786403449525667,0.029468026735893268,0.4200059122072083,0.5356021130917711,0.5748019054017192,0.025008431946418126,0.5234286210686593,0.622883673633173,22.98432411249383,1.6504591915663258e-48,0.0,4.597822277805021e-24,1.970889532874771,0.30716477776187956,0.03198299555845238,0.24724635264782674,0.3721101628831873,9.604002764547264,5.786858828339972e-17,1065.0,5.968097415088904e-15,0.8235364429122997,-0.26763712763983966,0.03604223571428156,-0.332799549809382,-0.19065093242212244,-7.425652774746982,1.1411548725045265e-11,1603.0,3.223299839269492e-11,-0.6367444723143261
14,136,0.16787926598643815,0.020970859259573087,0.12829208921144805,0.21058813893215422,0.7427900590498944,0.024950192228374617,0.6931425892289994,0.7922442477888019,0.41741340624983136,0.029639211728658455,0.3598348017958829,0.472919254660167,0.5749107930634565,0.02524191373363148,0.5261751586186898,0.6239326321411902,22.776038264383438,4.3924574368415737e-48,0.0,4.597822277805021e-24,1.9530291687467014,0.24953414026339324,0.03133335314945181,0.1903366441736842,0.3087062070495423,7.9638505037485565,6.126543658015655e-13,1355.0,7.247127889866654e-13,0.6828945468396669,-0.3253766528000631,0.03775390471717466,-0.3946510701676438,-0.24800806373086812,-8.618357630490225,1.600571892241766e-14,1353.0,7.020557483973966e-13,-0.7390180699406093
15,136,0.1752761356829063,0.020859175202868688,0.1345410592907869,0.21685538761466935,0.8009995322247666,0.02255173078658188,0.757766277083445,0.8437534286849044,0.44198833849537406,0.030553237341701376,0.38216614043827524,0.5040102082348188,0.6257233965418604,0.024531392332437823,0.5792258846081118,0.671861164072174,25.507047788496997,1.7673907476216688e-53,0.0,4.597822277805021e-24,2.187211303444797,0.26671220281246777,0.0317212395872502,0.20214215517571096,0.33023533632516966,8.408000641931661,5.212315763243461e-14,1248.0,1.2907899757228374e-13,0.720980106984293,-0.3590111937293926,0.036953711030086586,-0.43281044042460515,-0.2895169092677477,-9.715159417604815,3.04687771131276e-17,1152.0,2.6238574679914322e-14,-0.8330680472765729
16,136,0.17151432146505674,0.021210870011634294,0.13162666052855518,0.2157233952920479,0.8210812647562828,0.022462883934779274,0.7737730473022733,0.8633351815489198,0.5015680981142668,0.030930525570968703,0.4367013750491496,0.562592005667135,0.6495669432912261,0.0249170448632415,0.5987686173495455,0.6986716676356679,26.06918062942087,1.5254235045110592e-54,0.0,4.597822277805021e-24,2.235413796885089,0.3300537766492102,0.029379815585304905,0.27272617065089966,0.38881494312496295,11.234031598697147,4.385768996772148e-21,575.0,7.381536016330438e-19,0.9633102623113986,-0.3195131666420159,0.03663594202873731,-0.3907472512665267,-0.24772135517222663,-8.721303423599402,8.95582338583077e-15,1209.0,6.792129060876326e-14,-0.7478455988729078
17,136,0.1611234030088874,0.020812288796901342,0.12300489484389003,0.20437248805224054,0.8387918798407841,0.021640266058092564,0.796656691410541,0.8786185572559617,0.5208954057114611,0.030227503883665033,0.46241357886831674,0.5823807600540599,0.6776684768318968,0.02497376684022007,0.628539250944473,0.7236038341039648,27.13521276816426,1.6124588354073922e-56,0.0,4.597822277805021e-24,2.3268252986405553,0.3597720027025736,0.028430304379607644,0.30209549802293734,0.4172949372640558,12.654525181961443,1.0890139047145333e-24,326.0,4.9681400478128006e-21,1.0851165821783182,-0.31789647412932315,0.03514588030493965,-0.38592962490520705,-0.2499593831892601,-9.045056529275318,1.426526818863126e-15,1171.0,3.6087499789404257e-14,-0.7756071986523643
18,136,0.14300002691778932,0.019622433115620428,0.1045918797024406,0.18095738285072568,0.8349601044316718,0.0210926539839846,0.7910396375130921,0.8725563258434315,0.5456100905388849,0.028955673011867203,0.4906660579260431,0.6030095667301296,0.6919600775138823,0.023848662815577317,0.6444202270517877,0.7386094224568736,29.01462790030778,7.111269436026948e-60,0.0,4.597822277805021e-24,2.487983816669573,0.4026100636210955,0.026135787961310837,0.3521682966969215,0.4537279181516706,15.4045504278304,1.5639284386675855e-31,129.0,7.740378891973502e-23,1.3209293015646715,-0.2893500138927869,0.034075109371410534,-0.3577944456636253,-0.22287757556384402,-8.491535881482903,3.264594234191901e-14,1255.0,1.4473748381368912e-13,-0.7281431946805823
19,136,0.15095653172702703,0.020549825004732424,0.11229205909161294,0.1931787014417524,0.832193692917724,0.021622327455457634,0.7882043735901793,0.8734809819874149,0.5221327811399099,0.028479382603416502,0.46691525601643563,0.5817530156088878,0.681237161190697,0.02464368543332479,0.6334066146164885,0.726926674548258,27.643477394395074,1.9240226237296045e-57,0.0,4.597822277805021e-24,2.3704086307788406,0.3711762494128828,0.02576548724353435,0.3209096690254698,0.42321052019120037,14.4059472232968,4.446302224701091e-29,171.0,1.9085596665388372e-22,1.2352997832165276,-0.31006091177781425,0.033786124506184595,-0.3773802974274006,-0.2436879645657993,-9.177167145082214,6.711545047813424e-16,1135.0,1.9700472513709438e-14,-0.7869355904989583
20,136,0.15449684180393197,0.020666533754524846,0.11459165496939341,0.1989022180022493,0.8447592386329636,0.021424297844694646,0.8029548912744275,0.884528696545069,0.5539230708963586,0.028567581154794002,0.49962236211934935,0.6127389575093176,0.6902623968290317,0.024843957065324655,0.6418827505172623,0.7378001797101367,27.783915219868444,1.0744796203854834e-57,0.0,4.597822277805021e-24,2.382451074963427,0.39942622909242653,0.025059960698342095,0.35051312030779563,0.4459332664480464,15.938821050060607,7.930638302324224e-33,74.0,2.3447141226182122e-23,1.3667426294625156,-0.29083616773660514,0.03384729802663992,-0.35431051787488715,-0.22695486123838152,-8.592596298460784,1.850355907294445e-14,1166.0,3.318959666236209e-14,-0.7368090539433914
21,136,0.14582208355809004,0.020362087825862633,0.10711361812277163,0.187495110947731,0.8539065775061884,0.021511879439538674,0.8086866702146431,0.893062445748622,0.5917068453513977,0.028741008285318587,0.5359643721747722,0.6472201356075981,0.7080844939480985,0.025090417053511522,0.6560894315258204,0.7550919657831212,28.22131224195808,1.7739082092456416e-58,0.0,4.597822277805021e-24,2.419957560180387,0.44588476179330766,0.026227682071792473,0.3951761211621044,0.49925563931003264,17.000540138194324,2.326989288824028e-35,68.0,2.0565348106824704e-23,1.4577842901793792,-0.2621997321547907,0.033629211581873375,-0.3266190985271821,-0.19101827399795832,-7.796784992013314,1.5305976987730684e-12,1277.0,2.07118133815997e-13,-0.6685687973953153
22,136,0.13993048533662017,0.019747748230747247,0.10209750911374911,0.17958860424984766,0.8465178417230718,0.02186469391760256,0.8015987731814559,0.8873156329432594,0.604284597490313,0.028983968556641166,0.5480839310213885,0.6588332677429901,0.7065873563864516,0.024663124827827357,0.6599120219551889,0.7537030514223356,28.649547099936438,3.100094929471933e-59,0.0,4.597822277805021e-24,2.456678396306383,0.4643541121536928,0.025780515456225412,0.41021306249761663,0.5154915367322832,18.011824198866506,1.019060642059915e-37,33.0,9.537817590231077e-24,1.5445011829706041,-0.2422332442327588,0.03309601065212321,-0.3097304593476841,-0.17796759909209425,-7.319107030116295,2.0175468842921465e-11,1325.0,4.4916441800633944e-13,-0.6276082500857671
23,136,0.13827712457893807,0.02010926841717371,0.10042246330164162,0.17816817214553005,0.8475917734301772,0.021519380831348547,0.8023223234123515,0.8891431018395071,0.6152296120692284,0.02877873123669657,0.5625584553477065,0.6679906023582024,0.7093146488512391,0.024631716386420466,0.6592660722959022,0.7578473592363608,28.79680155956514,1.7090653773148834e-59,0.0,4.597822277805021e-24,2.4693053620475065,0.4769524874902904,0.025250778151052596,0.4292548604743285,0.5254038034000963,18.888625318281857,1.0172995646740756e-39,13.0,6.132735568701848e-24,1.6196862586861545,-0.23236216136094867,0.03191790199158967,-0.29264544323460123,-0.16941227743739445,-7.279994826169208,2.4849374217787567e-11,1273.0,1.9408546319866489e-13,-0.6242544062664018
24,136,0.12343660802197988,0.019191561307549877,0.0894433223325829,0.16243940985079813,0.843013336708344,0.0216141333902794,0.7996723337267584,0.8838887594703386,0.6088251494106656,0.028815005093621116,0.5514407476500792,0.6623302802647256,0.719576728686364,0.02439019392461952,0.6714710345813948,0.7645332344917495,29.502706329859127,1.0142872082039553e-60,0.0,4.597822277805021e-24,2.52983619672289,0.4853885413886857,0.025563556472347065,0.434064384047573,0.5336064970144667,18.987520062544753,6.087006804454496e-40,14.0,6.2699382467611184e-24,1.6281664130457132,-0.23418818729767843,0.03273433732335858,-0.3000881346327161,-0.1682138317638992,-7.154205841538949,4.8418366294502573e-11,1371.0,9.337500140048353e-13,-0.6134680898211008
25,136,0.12035809708828245,0.01901766178979182,0.08372510830151018,0.15807529877482085,0.8427716191276547,0.021624885423089654,0.7986224035049269,0.882349759672324,0.6086062195758588,0.029280122264552386,0.5523921633191015,0.6639347713734729,0.7224135220393723,0.024369606450454287,0.6753852427164614,0.7671349260022081,29.64403727684758,5.796467307759662e-61,0.0,4.597822277805021e-24,2.5419552254455753,0.4882481224875763,0.026362999793890292,0.43754235471618036,0.5403984301958786,18.52020355440466,6.967386443437821e-39,26.0,8.173596759749278e-24,1.5880943530658314,-0.23416539955179594,0.03278990054934316,-0.2957256300912199,-0.17122848705649915,-7.14138791605718,5.18099676053603e-11,1328.0,4.712625823185827e-13,-0.6123689617788081
26,136,0.12140509741701455,0.019094060883409755,0.08413483744315585,0.1569623262669106,0.8398425645011197,0.02178852431017485,0.7948281698620617,0.8805809073954451,0.6109884762467556,0.029297261539190694,0.5512665735973991,0.6700083682619918,0.7184374670841052,0.024489672647161728,0.6703859497457954,0.7650085412010508,29.336344239267316,1.9646829633462017e-60,0.0,4.597822277805021e-24,2.5155707651439667,0.489583378829741,0.026714081744972466,0.4386256523592691,0.539220597558277,18.32679047341313,1.926199010960755e-38,36.0,1.0189390184677973e-23,1.5715093181967807,-0.2288540882543642,0.03217639740765992,-0.29088815941296525,-0.16860095503905823,-7.112483270109137,6.03444453167627e-11,1298.0,2.9098534504208307e-13,-0.6098904088367407
27,136,0.12665229863595462,0.019424052116144303,0.0909863183665069,0.16448234547608842,0.8427605827429839,0.02196023809781359,0.798158833440787,0.8833311557107042,0.6151763592154905,0.02993724601717662,0.55575339013162,0.6751264425972928,0.7161082841070292,0.024760075606829395,0.6659559099055045,0.7615569906636603,28.9218940797382,1.0323183039073673e-59,0.0,4.597822277805021e-24,2.4800319571583014,0.4885240605795358,0.027386202038686323,0.43474586892657646,0.5413918341821163,17.83832821686762,2.5645059915468436e-37,40.0,1.1127186016550574e-23,1.5296240252502447,-0.22758422352749347,0.03265930370441635,-0.2911026243892408,-0.16405363791652514,-6.9684346484312325,1.2851924189550403e-10,1350.0,6.693680988750872e-13,-0.5975383414319962
28,136,0.1298616129093628,0.019436007520630582,0.0948627018112994,0.16853270702031806,0.8372710897899274,0.022251693385894514,0.7916341335901337,0.879034658329607,0.6063408778022897,0.030291841994666214,0.5476719788805696,0.6640266801257704,0.7074094768805645,0.024813838275797077,0.6579135783783163,0.756316562303972,28.50866798670795,5.491510835668382e-59,0.0,4.597822277805021e-24,2.4445981120089746,0.4764792648929268,0.027786011625323633,0.42046501315669893,0.532508143635297,17.148170500967936,1.0450713082911641e-35,57.0,1.6163333202013515e-23,1.4704434893492537,-0.23093021198763772,0.03245392965560799,-0.2939201032563351,-0.16658272469982144,-7.115631741308507,5.935116239257468e-11,1334.0,5.18709034212578e-13,-0.6101603880147677
29,136,0.1305589852198023,0.019213445268043618,0.09465108099262573,0.1670743603879947,0.8306177746246985,0.02209110085153296,0.7837465075362864,0.8710680895566386,0.5820398138164068,0.030447380201109427,0.521904654456538,0.6374436459213513,0.7000587894048962,0.024529780304061954,0.6512277801365153,0.74823970265438,28.539138171122204,4.851876970654129e-59,0.0,4.597822277805021e-24,2.4472109087670124,0.4514808285966045,0.027722628827040498,0.3985512422702422,0.5061096240652077,16.285642729387646,1.1639077568398263e-33,64.0,1.8841967433522357e-23,1.3964823431131836,-0.2485779608082917,0.03256781050889027,-0.3119018910124577,-0.18394391547052114,-7.632627337365389,3.738528634644727e-12,1265.0,1.7039076777701826e-13,-0.6544923946390994
30,136,0.12254073142912209,0.018127934246428383,0.08872830844012818,0.16023735295431346,0.81378819379838,0.023189807088346514,0.7665333499439899,0.8594164031166771,0.5831854020765044,0.03111524610267919,0.5231098532313421,0.6434754025302031,0.6912474623692579,0.024588187680845107,0.6421168827239306,0.7388690494629109,28.112989511128518,2.7660262606926465e-58,0.0,4.597822277805021e-24,2.410668962642366,0.46064467064738224,0.02798235754254944,0.4054324095798444,0.5134305727620728,16.461967864821066,4.4102783955324085e-34,83.0,2.853537935822387e-23,1.41160209873913,-0.23060279172187564,0.032746393224681196,-0.2949582745088032,-0.1650806463985675,-7.042082165802267,8.73898254301361e-11,1507.0,7.673300547152872e-12,-0.6038535639461915
31,136,0.14194643874555424,0.018957954712707982,0.10613818593855584,0.17994780538429578,0.795725504279158,0.02320878165776556,0.7485211855262224,0.8382199323217849,0.5538195845880933,0.031971861563682535,0.49199765821007624,0.6147522891111449,0.6537790655336038,0.024269297325141936,0.605833946572069,0.6998588079708927,26.938524703651684,3.698307534454073e-56,0.0,4.597822277805021e-24,2.309959436251393,0.4118731458425391,0.02881940822075209,0.35536318084641366,0.4696537188639149,14.291519891305754,8.545342071140022e-29,174.0,2.0350015948018656e-22,1.2254877204474792,-0.24190591969106467,0.03182731923882482,-0.3072979940153885,-0.17735544913112972,-7.600574772756032,4.447123878316586e-12,1487.0,5.659695073827117e-12,-0.6517439098987526
32,136,0.1405268012091009,0.018414022372700487,0.10551781303207189,0.1779057996033354,0.7954717841218688,0.024182972470584863,0.7456699783722014,0.8410138639943304,0.6366159431744094,0.02942904594580631,0.5778753243166658,0.6906404918917676,0.6549449829127677,0.024087476553442073,0.6079778702522621,0.6990361439418333,27.190269659823574,1.2790794682901919e-56,0.0,4.597822277805021e-24,2.331546388151514,0.4960891419653085,0.02649505244058943,0.4448592047209371,0.5480277223094182,18.72384072753593,2.4004103168076815e-39,68.0,2.0565348106824704e-23,1.6055560966030473,-0.15885584094745936,0.02906969894866703,-0.21687974670552818,-0.10045787535399235,-5.464653804223301,2.1650111802416346e-07,2367.0,6.476097999466255e-07,-0.4685901978589623
