concept,context,layer,absent,mentioned,suppressed_indirect,delta_mentioned_minus_absent,delta_suppressed_indirect_minus_absent
alcohol,Describe a catered office event.,0,0.07052657409223717,0.32315714842451393,0.23774813522268348,0.25263057433227676,0.1672215611304463
alcohol,Describe a catered office event.,1,0.07210605608849309,0.35236333574070916,0.417972915458473,0.2802572796522161,0.3458668593699799
alcohol,Describe a catered office event.,2,0.06414437987473309,0.2757158085587418,0.21217519332050314,0.2115714286840087,0.14803081344577004
alcohol,Describe a catered office event.,3,0.0639268527611092,0.2954536311961325,0.0751616361789703,0.23152677843502328,0.011234783417861105
alcohol,Describe a catered office event.,4,0.02417667112731693,0.10636580999783558,0.027602715805860916,0.08218913887051865,0.0034260446785439845
alcohol,Describe a catered office event.,5,0.0032539853563775347,0.021011188964768404,0.004359444728687003,0.017757203608390868,0.001105459372309468
alcohol,Describe a catered office event.,6,0.003968874035929716,0.025560847124034763,0.03851984006935811,0.021591973088105048,0.034550966033428394
alcohol,Describe a catered office event.,7,0.00377731534057368,0.020198450630438416,0.01411901124790637,0.016421135289864736,0.01034169590733269
alcohol,Describe a catered office event.,8,0.004049061444950693,0.04225462875312403,0.015762939501217623,0.03820556730817334,0.011713878056266929
alcohol,Describe a catered office event.,9,0.00136560099802156,0.14934485722010946,0.03986188397471894,0.1479792562220879,0.038496282976697375
alcohol,Describe a catered office event.,10,0.002545876477834609,0.2352805416411684,0.08915501776464274,0.2327346651633338,0.08660914128680813
alcohol,Describe a catered office event.,11,0.003973052849935789,0.18158669690241447,0.09580185577764529,0.17761364405247868,0.0918288029277095
alcohol,Describe a catered office event.,12,0.004459489053948528,0.360810602840614,0.12046197022142802,0.35635111378666545,0.1160024811674795
alcohol,Describe a catered office event.,13,0.0035201652049710714,0.32734995576480025,0.11713433952460162,0.3238297905598292,0.11361417431963054
alcohol,Describe a catered office event.,14,0.008933284750695733,0.5843295545971103,0.22633486159034588,0.5753962698464146,0.21740157683965014
alcohol,Describe a catered office event.,15,0.0061420810484214446,0.7294457312164537,0.1360601733485475,0.7233036501680323,0.12991809230012605
alcohol,Describe a catered office event.,16,0.006587479455977994,0.7270329539446175,0.01677712304602912,0.7204454744886395,0.010189643590051124
alcohol,Describe a catered office event.,17,0.0017872920878173506,0.4336620377610762,0.014497282073467595,0.43187474567325884,0.012709989985650245
alcohol,Describe a catered office event.,18,0.0013701417761338456,0.2868489816626641,0.025035469848615294,0.2854788398865302,0.023665328072481447
alcohol,Describe a catered office event.,19,0.0009372837588556217,0.30778764877609227,0.08272630453619002,0.30685036501723667,0.0817890207773344
alcohol,Describe a catered office event.,20,0.0033940386818971107,0.19499408893141182,0.024702192862057784,0.1916000502495147,0.021308154180160674
alcohol,Describe a catered office event.,21,0.003557191326245613,0.17815529080757583,0.03878479880247385,0.17459809948133023,0.03522760747622823
alcohol,Describe a catered office event.,22,0.002242876121126104,0.1976357133045409,0.03174264222029336,0.1953928371834148,0.029499766099167258
alcohol,Describe a catered office event.,23,0.0025634023558875406,0.2214809559137961,0.03950809560798004,0.21891755355790857,0.0369446932520925
alcohol,Describe a catered office event.,24,0.0033748725734055935,0.17641955501442108,0.03221974263275697,0.17304468244101548,0.028844870059351373
alcohol,Describe a catered office event.,25,0.004202188721905877,0.1469775990563813,0.04142601038204783,0.14277541033447544,0.03722382166014195
alcohol,Describe a catered office event.,26,0.003678282857624511,0.10450905353561624,0.03296550092135395,0.10083077067799173,0.029287218063729442
alcohol,Describe a catered office event.,27,0.0031368968837562996,0.08493727939088912,0.02270086041007591,0.08180038250713281,0.01956396352631961
alcohol,Describe a catered office event.,28,0.003681098096173946,0.10159675336927926,0.02587246437319551,0.0979156552731053,0.022191366277021566
alcohol,Describe a catered office event.,29,0.0035292257107708293,0.09815264972346349,0.020096908391957147,0.09462342401269266,0.01656768268118632
alcohol,Describe a catered office event.,30,0.003648169906815234,0.10411010730618407,0.02329278620292149,0.10046193739936883,0.019644616296106258
alcohol,Describe a catered office event.,31,0.0038831481287620027,0.08702920581460179,0.041417767809385865,0.08314605768583978,0.03753461968062386
alcohol,Describe a catered office event.,32,0.0027779084802171936,0.08366536606982432,0.030755336954565476,0.08088745758960712,0.02797742847434828
alcohol,Describe a dinner table.,0,0.29181704131519187,0.4373733129153237,0.2980854594914862,0.14555627160013185,0.00626841817629431
alcohol,Describe a dinner table.,1,0.34579961328301295,0.3682225671946775,0.4279390197017303,0.022422953911664545,0.08213940641871736
alcohol,Describe a dinner table.,2,0.42221146150708727,0.3015378055391937,0.23986544267560875,-0.12067365596789359,-0.18234601883147852
alcohol,Describe a dinner table.,3,0.3437522634417323,0.3070304949637506,0.0671160756992956,-0.0367217684779817,-0.2766361877424367
alcohol,Describe a dinner table.,4,0.1647496226665465,0.07335537808242464,0.018016419312498148,-0.09139424458412186,-0.14673320335404835
alcohol,Describe a dinner table.,5,0.06167989171733218,0.057918912310968934,0.008204980605073695,-0.0037609794063632462,-0.05347491111225849
alcohol,Describe a dinner table.,6,0.02127050366212864,0.11275424814986384,0.10034739807186094,0.0914837444877352,0.0790768944097323
alcohol,Describe a dinner table.,7,0.04688223925607104,0.16983673271209798,0.08236968854272401,0.12295449345602694,0.035487449286652976
alcohol,Describe a dinner table.,8,0.021095297459314988,0.190353207911007,0.07445948542740427,0.169257910451692,0.05336418796808928
alcohol,Describe a dinner table.,9,0.010680605798483603,0.41739049029998493,0.15120599584834415,0.4067098845015013,0.14052539004986056
alcohol,Describe a dinner table.,10,0.011437011523068731,0.37392860698320723,0.19302406254464852,0.3624915954601385,0.1815870510215798
alcohol,Describe a dinner table.,11,0.02065016185189509,0.2648821458669895,0.18389469985906878,0.2442319840150944,0.1632445380071737
alcohol,Describe a dinner table.,12,0.03325476969658466,0.46844542771332504,0.22049725641230442,0.4351906580167404,0.18724248671571975
alcohol,Describe a dinner table.,13,0.020000210841518935,0.38178700522661874,0.20907403165121718,0.3617867943850998,0.18907382080969826
alcohol,Describe a dinner table.,14,0.025719446006089396,0.56317529109208,0.2932276419121224,0.5374558450859905,0.26750819590603303
alcohol,Describe a dinner table.,15,0.009901679473317389,0.6613169097289384,0.20822539904222018,0.651415230255621,0.1983237195689028
alcohol,Describe a dinner table.,16,0.012233217221109037,0.635533877682331,0.04970718892311407,0.623300660461222,0.03747397170200503
alcohol,Describe a dinner table.,17,0.003688151748565665,0.373968695098084,0.03843134111212864,0.3702805433495183,0.03474318936356298
alcohol,Describe a dinner table.,18,0.001666709827828219,0.24620067070034654,0.04995769675223797,0.24453396087251833,0.04829098692440975
alcohol,Describe a dinner table.,19,0.002000462526733865,0.348155863178893,0.15060349867145253,0.34615540065215916,0.14860303614471868
alcohol,Describe a dinner table.,20,0.009556762247638781,0.408042744636195,0.10675268572503865,0.3984859823885562,0.09719592347739987
alcohol,Describe a dinner table.,21,0.00836912040743392,0.3285524542011515,0.08121923404513794,0.32018333379371755,0.07285011363770402
alcohol,Describe a dinner table.,22,0.007268097268313308,0.4066454388530298,0.12461930293897606,0.3993773415847165,0.11735120567066276
alcohol,Describe a dinner table.,23,0.0068488612038202085,0.42928198945340923,0.1353571004723891,0.422433128249589,0.1285082392685689
alcohol,Describe a dinner table.,24,0.0073510076371655205,0.45555288613043793,0.10331167285913567,0.4482018784932724,0.09596066522197015
alcohol,Describe a dinner table.,25,0.010345732602044506,0.48465916926314495,0.12055318353949668,0.47431343666110043,0.11020745093745217
alcohol,Describe a dinner table.,26,0.010696165837359883,0.4761448607814191,0.12272437101275524,0.4654486949440592,0.11202820517539536
alcohol,Describe a dinner table.,27,0.010349255293877936,0.4304762520387173,0.09276725455101158,0.4201269967448394,0.08241799925713364
alcohol,Describe a dinner table.,28,0.009387758828214786,0.43129275910811726,0.08261196856119395,0.42190500027990246,0.07322420973297916
alcohol,Describe a dinner table.,29,0.010267445717531574,0.47525231999227185,0.0719643328510947,0.4649848742747403,0.061696887133563125
alcohol,Describe a dinner table.,30,0.011783776222370182,0.4568043584478878,0.0764326238831954,0.4450205822255176,0.06464884766082521
alcohol,Describe a dinner table.,31,0.014783707433448015,0.40498366103818784,0.13723589483410767,0.3901999536047398,0.12245218740065965
alcohol,Describe a dinner table.,32,0.009782924271933157,0.34112688872266544,0.05730416544379612,0.3313439644507323,0.04752124117186297
alcohol,Describe a hotel lounge.,0,0.2705629907308255,0.4156051036346306,0.4130890546576242,0.1450421129038051,0.14252606392679867
alcohol,Describe a hotel lounge.,1,0.22512604989842167,0.39418360741421865,0.4902164564886129,0.16905755751579699,0.26509040659019123
alcohol,Describe a hotel lounge.,2,0.27260355623743254,0.32857507531827795,0.3060011783346767,0.05597151908084541,0.03339762209724417
alcohol,Describe a hotel lounge.,3,0.14170139466761808,0.3370273840627114,0.15901347575542105,0.1953259893950933,0.017312081087802966
alcohol,Describe a hotel lounge.,4,0.09828066707572945,0.22703114667737911,0.07305918469167647,0.12875047960164965,-0.025221482384052987
alcohol,Describe a hotel lounge.,5,0.029937118735182237,0.1728485219455617,0.027905491811977292,0.14291140321037946,-0.0020316269232049447
alcohol,Describe a hotel lounge.,6,0.012681409071080334,0.24415662491933665,0.22396440041382168,0.2314752158482563,0.21128299134274134
alcohol,Describe a hotel lounge.,7,0.03326108551579269,0.26756883191151426,0.2062021342322862,0.23430774639572158,0.17294104871649352
alcohol,Describe a hotel lounge.,8,0.00603043574148449,0.2077108531989117,0.12166077136364768,0.2016804174574272,0.1156303356221632
alcohol,Describe a hotel lounge.,9,0.010700054331162168,0.42313360547694184,0.2216566796723131,0.4124335511457797,0.21095662534115092
alcohol,Describe a hotel lounge.,10,0.013228501574280377,0.4281712931205173,0.29722082053051363,0.4149427915462369,0.2839923189562332
alcohol,Describe a hotel lounge.,11,0.029294759541288223,0.40638350469282286,0.3015874599886286,0.3770887451515346,0.2722927004473404
alcohol,Describe a hotel lounge.,12,0.042905617222217945,0.5628072658850041,0.319256588362084,0.5199016486627861,0.27635097113986606
alcohol,Describe a hotel lounge.,13,0.036822542466419916,0.46049933024749956,0.3129113505374307,0.42367678778107964,0.27608880807101077
alcohol,Describe a hotel lounge.,14,0.09479143984299837,0.6898833368671841,0.33426478000938237,0.5950918970241856,0.239473340166384
alcohol,Describe a hotel lounge.,15,0.05532942262807236,0.769045677108864,0.2955178542588849,0.7137162544807916,0.24018843163081252
alcohol,Describe a hotel lounge.,16,0.0625745180441794,0.7467583223553941,0.16872114736994837,0.6841838043112147,0.10614662932576896
alcohol,Describe a hotel lounge.,17,0.04062173161237428,0.5217499184638642,0.1919998274155377,0.48112818685148995,0.15137809580316341
alcohol,Describe a hotel lounge.,18,0.020614632803760465,0.3691425366329828,0.19620447416056266,0.34852790382922233,0.1755898413568022
alcohol,Describe a hotel lounge.,19,0.025215568200626672,0.4237736439160987,0.28208587911834776,0.398558075715472,0.2568703109177211
alcohol,Describe a hotel lounge.,20,0.048637580069034146,0.4519528051712804,0.2637222336364875,0.40331522510224627,0.21508465356745335
alcohol,Describe a hotel lounge.,21,0.038409936562622975,0.3884068938069767,0.2806137978613305,0.3499969572443537,0.24220386129870752
alcohol,Describe a hotel lounge.,22,0.02508020788640063,0.3780364866458217,0.28620317564608866,0.35295627875942104,0.261122967759688
alcohol,Describe a hotel lounge.,23,0.02500383040848427,0.3738042751366895,0.29377313699239455,0.34880044472820526,0.2687693065839103
alcohol,Describe a hotel lounge.,24,0.02628186303515605,0.36904930019858945,0.26688137829675307,0.3427674371634334,0.240599515261597
alcohol,Describe a hotel lounge.,25,0.03263127897290565,0.37452102226927436,0.3033672663300135,0.34188974329636873,0.27073598735710785
alcohol,Describe a hotel lounge.,26,0.02171492815200397,0.3524208269607712,0.2763269568872606,0.3307058988087672,0.2546120287352566
alcohol,Describe a hotel lounge.,27,0.032542768397612526,0.35282256000766626,0.2598922182651046,0.3202797916100537,0.2273494498674921
alcohol,Describe a hotel lounge.,28,0.04357594866832495,0.36768517142230966,0.2717570388300165,0.32410922275398474,0.22818109016169155
alcohol,Describe a hotel lounge.,29,0.04450754691347231,0.38408456272763125,0.2392750508656261,0.33957701581415894,0.19476750395215378
alcohol,Describe a hotel lounge.,30,0.03986923101518491,0.3740019818753502,0.23891986557427236,0.3341327508601653,0.19905063455908745
alcohol,Describe a hotel lounge.,31,0.04360194043880494,0.35102444747384526,0.2800734275815349,0.3074225070350403,0.23647148714272997
alcohol,Describe a hotel lounge.,32,0.0626559411229302,0.3521125844765804,0.29394290655131844,0.2894566433536502,0.23128696542838822
alcohol,Describe a party.,0,0.10784947590355587,0.32329017462014176,0.20003585038234015,0.2154406987165859,0.09218637447878428
alcohol,Describe a party.,1,0.27606521141282053,0.33771330380905457,0.3629961123359819,0.06164809239623403,0.08693090092316136
alcohol,Describe a party.,2,0.41306619951352125,0.3114706859451905,0.253407215024198,-0.10159551356833074,-0.15965898448932325
alcohol,Describe a party.,3,0.34405375892941814,0.31007765385673963,0.07016428906203297,-0.03397610507267851,-0.27388946986738516
alcohol,Describe a party.,4,0.34746734442636584,0.09707258852672222,0.02452157086651842,-0.2503947558996436,-0.32294577355984744
alcohol,Describe a party.,5,0.10867558491451966,0.05192792571677501,0.00997109826239316,-0.05674765919774465,-0.0987044866521265
alcohol,Describe a party.,6,0.14049375069218306,0.1643143649763683,0.2138773677971547,0.02382061428418525,0.07338361710497163
alcohol,Describe a party.,7,0.11164848188401201,0.16818262773791548,0.16767275763958248,0.05653414585390347,0.056024275755570466
alcohol,Describe a party.,8,0.08712252857465141,0.20300434113097365,0.16369851283483675,0.11588181255632224,0.07657598426018533
alcohol,Describe a party.,9,0.054319789218383686,0.5713558950985611,0.21879375447113855,0.5170361058801775,0.16447396525275487
alcohol,Describe a party.,10,0.10458408522962198,0.7400287761398974,0.3755856004223945,0.6354446909102753,0.27100151519277255
alcohol,Describe a party.,11,0.20665834814393272,0.7416414063250407,0.363061159691583,0.534983058181108,0.15640281154765026
alcohol,Describe a party.,12,0.34213927909736347,0.9307448501800769,0.3879301929626091,0.5886055710827134,0.04579091386524564
alcohol,Describe a party.,13,0.2923908232993933,0.857604466982916,0.327828875380939,0.5652136436835227,0.03543805208154571
alcohol,Describe a party.,14,0.46354178649264627,0.9659201946423842,0.36772731642042356,0.502378408149738,-0.09581447007222271
alcohol,Describe a party.,15,0.3305916205082596,0.9930422605984757,0.3346717769986651,0.6624506400902161,0.004080156490405551
alcohol,Describe a party.,16,0.34906202925262003,0.989790790805792,0.08526555881213475,0.640728761553172,-0.26379647044048526
alcohol,Describe a party.,17,0.07336965989034457,0.9268361274681332,0.0707821172763149,0.8534664675777885,-0.0025875426140296726
alcohol,Describe a party.,18,0.02779628972974479,0.6775624717888106,0.11269495306146003,0.6497661820590658,0.08489866333171524
alcohol,Describe a party.,19,0.04680929184252095,0.7968430779507466,0.2541531458337552,0.7500337861082257,0.20734385399123426
alcohol,Describe a party.,20,0.05367712587942281,0.7246196917164252,0.09410769386841483,0.6709425658370023,0.04043056798899202
alcohol,Describe a party.,21,0.0587430526339885,0.599682431748728,0.13382279357160906,0.5409393791147395,0.07507974093762057
alcohol,Describe a party.,22,0.03814667063883285,0.6415683439154961,0.17315146271113194,0.6034216732766633,0.1350047920722991
alcohol,Describe a party.,23,0.03165974661577427,0.6187468675509412,0.23063142636858425,0.5870871209351669,0.19897167975281
alcohol,Describe a party.,24,0.025332289909420654,0.506123046583347,0.13745096803639276,0.4807907566739263,0.1121186781269721
alcohol,Describe a party.,25,0.02092461328542225,0.40021270864611286,0.1434397280646105,0.37928809536069064,0.12251511477918825
alcohol,Describe a party.,26,0.023594193022555405,0.3586380719213416,0.1509150923173654,0.33504387889878623,0.12732089929481
alcohol,Describe a party.,27,0.03091176410992733,0.38842147382373476,0.14105304925184062,0.3575097097138074,0.11014128514191329
alcohol,Describe a party.,28,0.03221529307860766,0.385954022589732,0.14567793330603696,0.35373872951112434,0.1134626402274293
alcohol,Describe a party.,29,0.044841098296211995,0.4489423226545739,0.15321762457612179,0.40410122435836193,0.10837652627990979
alcohol,Describe a party.,30,0.034683110067656085,0.4458664728270479,0.15880386730429616,0.4111833627593918,0.12412075723664007
alcohol,Describe a party.,31,0.07127572797832121,0.43423982268435063,0.24608733770524507,0.3629640947060294,0.17481160972692386
alcohol,Describe a party.,32,0.07480841233019542,0.45523256918385746,0.2656018916438085,0.38042415685366204,0.19079347931361307
alcohol,Describe a restaurant.,0,0.2230251036069946,0.40647135088294606,0.2916502893835157,0.18344624727595146,0.06862518577652113
alcohol,Describe a restaurant.,1,0.35423525520978383,0.38373354858045056,0.4574633218722454,0.02949829337066673,0.10322806666246159
alcohol,Describe a restaurant.,2,0.5943587663560134,0.31922416049649865,0.2702519055095209,-0.2751346058595147,-0.3241068608464925
alcohol,Describe a restaurant.,3,0.43305920960149114,0.3350194515018623,0.10764005658926652,-0.09803975809962884,-0.3254191530122246
alcohol,Describe a restaurant.,4,0.3567179431176633,0.14722999581890922,0.04252003913369883,-0.20948794729875408,-0.31419790398396447
alcohol,Describe a restaurant.,5,0.09305827527909921,0.1306897811814951,0.016788832388403407,0.03763150590239589,-0.0762694428906958
alcohol,Describe a restaurant.,6,0.02032698141230992,0.14157949445943044,0.12807134183364008,0.12125251304712052,0.10774436042133016
alcohol,Describe a restaurant.,7,0.0513995895373573,0.17638928209336677,0.0882298572254971,0.12498969255600947,0.0368302676881398
alcohol,Describe a restaurant.,8,0.010922293038318605,0.10761356016876644,0.03246479909584412,0.09669126713044784,0.021542506057525515
alcohol,Describe a restaurant.,9,0.0074608918421763355,0.30251305836694553,0.08001741616371233,0.2950521665247692,0.07255652432153599
alcohol,Describe a restaurant.,10,0.01038447912178409,0.34759279244922753,0.14947368177912385,0.33720831332744344,0.13908920265733976
alcohol,Describe a restaurant.,11,0.025038841130345782,0.2884586056637288,0.16560264904601477,0.263419764533383,0.14056380791566897
alcohol,Describe a restaurant.,12,0.05771588040309552,0.5007064362631346,0.20118865772068792,0.4429905558600391,0.1434727773175924
alcohol,Describe a restaurant.,13,0.04580596042279967,0.3956326219447092,0.1777894198018715,0.34982666152190955,0.13198345937907183
alcohol,Describe a restaurant.,14,0.08537697793440036,0.620877157772565,0.2997453370031405,0.5355001798381647,0.21436835906874013
alcohol,Describe a restaurant.,15,0.030687383115848968,0.7702092457424596,0.2325394449377415,0.7395218626266107,0.20185206182189253
alcohol,Describe a restaurant.,16,0.05413614771655756,0.889022897450403,0.04948851413443728,0.8348867497338455,-0.004647633582120281
alcohol,Describe a restaurant.,17,0.025993611786809673,0.7069574547060845,0.07293724077612505,0.6809638429192748,0.04694362898931538
alcohol,Describe a restaurant.,18,0.019040328527677775,0.5065565277187366,0.12288271712002014,0.4875161991910588,0.10384238859234236
alcohol,Describe a restaurant.,19,0.01578930292633049,0.6548975933545864,0.2324031079461247,0.6391082904282559,0.21661380501979421
alcohol,Describe a restaurant.,20,0.01941094238406961,0.5672197049853017,0.10958996807170533,0.5478087626012321,0.09017902568763572
alcohol,Describe a restaurant.,21,0.01311070177429346,0.48789830553738983,0.1252011441978966,0.47478760376309637,0.11209044242360314
alcohol,Describe a restaurant.,22,0.00786101083310283,0.48788260867356276,0.11359052790085682,0.48002159784045995,0.10572951706775399
alcohol,Describe a restaurant.,23,0.010118685285316004,0.5140415329584925,0.15699102353735525,0.5039228476731765,0.14687233825203924
alcohol,Describe a restaurant.,24,0.010491957165881256,0.4841754057569983,0.10682464191718279,0.47368344859111705,0.09633268475130152
alcohol,Describe a restaurant.,25,0.016311620998451123,0.4911898414428351,0.15100681685386283,0.474878220444384,0.1346951958554117
alcohol,Describe a restaurant.,26,0.015485567461843748,0.45243257155297006,0.14137458496925306,0.4369470040911263,0.12588901750740933
alcohol,Describe a restaurant.,27,0.023718485400114852,0.4531028557433134,0.1365497218960586,0.42938437034319854,0.11283123649594375
alcohol,Describe a restaurant.,28,0.023611019080379155,0.4719417197046048,0.1373172025098716,0.44833070062422564,0.11370618342949243
alcohol,Describe a restaurant.,29,0.03182691413365033,0.5424176078710959,0.12502007315507335,0.5105906937374456,0.09319315902142303
alcohol,Describe a restaurant.,30,0.02478140977155591,0.5281645707274962,0.11818379734430036,0.5033831609559403,0.09340238757274445
alcohol,Describe a restaurant.,31,0.05142581421101933,0.451947246197237,0.15940337102855398,0.40052143198621765,0.10797755681753465
alcohol,Describe a restaurant.,32,0.03237494144708386,0.4399855840143084,0.1422606391888766,0.4076106425672245,0.10988569774179274
alcohol,Describe a wedding reception.,0,0.4101844501545862,0.5271651371487159,0.4072096855906772,0.11698068699412972,-0.0029747645639089937
alcohol,Describe a wedding reception.,1,0.3759876614628663,0.4137880718616249,0.5080877877378277,0.037800410398758644,0.13210012627496143
alcohol,Describe a wedding reception.,2,0.5927324231437446,0.3186058792573489,0.27281675094122765,-0.27412654388639573,-0.319915672202517
alcohol,Describe a wedding reception.,3,0.50748465790686,0.34693455632277387,0.0974025718090148,-0.16055010158408617,-0.41008208609784524
alcohol,Describe a wedding reception.,4,0.3998618338739412,0.14755808763778086,0.03494241894978744,-0.25230374623616036,-0.36491941492415375
alcohol,Describe a wedding reception.,5,0.26128777462199215,0.0940100834339156,0.012751824842315922,-0.16727769118807656,-0.24853594977967622
alcohol,Describe a wedding reception.,6,0.13554244087172604,0.1197569541684268,0.08848851982705667,-0.01578548670329924,-0.047053921044669364
alcohol,Describe a wedding reception.,7,0.1817168426610075,0.11535512411175548,0.05886924206724051,-0.066361718549252,-0.12284760059376698
alcohol,Describe a wedding reception.,8,0.1431233120839166,0.2508869316183548,0.13438155630615892,0.1077636195344382,-0.008741755777757682
alcohol,Describe a wedding reception.,9,0.10331759329525227,0.5979014338317805,0.21275313844064958,0.49458384053652826,0.10943554514539731
alcohol,Describe a wedding reception.,10,0.06110306901562085,0.5720160280868156,0.27367194745478346,0.5109129590711947,0.2125688784391626
alcohol,Describe a wedding reception.,11,0.14927272651142126,0.5156001807355125,0.2612535063945511,0.36632745422409124,0.11198077988312982
alcohol,Describe a wedding reception.,12,0.28044692328222726,0.8336208511234164,0.3488445869241521,0.5531739278411891,0.06839766364192484
alcohol,Describe a wedding reception.,13,0.24850088325502995,0.7432884892607667,0.29378861992825106,0.4947876060057368,0.04528773667322111
alcohol,Describe a wedding reception.,14,0.3194598204818411,0.9132964641391244,0.36489851321709593,0.5938366436572833,0.04543869273525486
alcohol,Describe a wedding reception.,15,0.20651173286792956,0.9731665561963693,0.2839389619972705,0.7666548233284397,0.07742722912934091
alcohol,Describe a wedding reception.,16,0.13381465876404633,0.9575606231209037,0.038863248013784206,0.8237459643568574,-0.09495141075026212
alcohol,Describe a wedding reception.,17,0.02770678469758373,0.7750857114234422,0.021757143234175307,0.7473789267258585,-0.005949641463408421
alcohol,Describe a wedding reception.,18,0.025058650773913577,0.5506630609502802,0.05782891356207967,0.5256044101763666,0.032770262788166096
alcohol,Describe a wedding reception.,19,0.032145374418436845,0.6373288889029683,0.18123212884815657,0.6051835144845314,0.14908675442971972
alcohol,Describe a wedding reception.,20,0.06005456298730638,0.5996309587073424,0.08583594399961995,0.539576395720036,0.025781381012313573
alcohol,Describe a wedding reception.,21,0.043498632971137374,0.4845130226491421,0.10663949616520413,0.4410143896780047,0.06314086319406675
alcohol,Describe a wedding reception.,22,0.020636187131230575,0.4864322651216198,0.1168759281496316,0.46579607799038925,0.09623974101840102
alcohol,Describe a wedding reception.,23,0.019676982033530147,0.5664468111013051,0.16049841335741832,0.5467698290677749,0.1408214313238882
alcohol,Describe a wedding reception.,24,0.026701353867887165,0.5410747019300661,0.13257244225909828,0.5143733480621789,0.10587108839121112
